Ym,code1,gen,"cunli code",cunli,"area code",area,"city code",city
10610,A0918-03-002,10439.0,002,新庄村,10009180,四湖鄉,10009,雲林縣
10610,A0918-03-001,91166.0,003,溪底村,10009180,四湖鄉,10009,雲林縣
10607,A0903-23-004,261337.0,011,穎川里,10009030,虎尾鎮,10009,雲林縣
10607,A0903-23-005,269285.0,011,穎川里,10009030,虎尾鎮,10009,雲林縣
10610,A0918-03-004,22889.0,003,溪底村,10009180,四湖鄉,10009,雲林縣
10607,A0903-23-006,56042.0,011,穎川里,10009030,虎尾鎮,10009,雲林縣
10607,A0903-23-007,40111.0,011,穎川里,10009030,虎尾鎮,10009,雲林縣
10607,A0903-23-008,227246.0,011,穎川里,10009030,虎尾鎮,10009,雲林縣
10608,A0911-08-007,1121.0,002,崙西村,10009110,二崙鄉,10009,雲林縣
10611,A0901-31-009,385.0,025,湖山里,10009010,斗六市,10009,雲林縣
10608,A0911-08-008,2474.0,001,崙東村,10009110,二崙鄉,10009,雲林縣
10611,A0901-31-008,16953.0,024,梅林里,10009010,斗六市,10009,雲林縣
10610,A0910-11-001,40.0,007,湖本村,10009100,林內鄉,10009,雲林縣
10612,A0909-06-008,1360.0,001,莿桐村,10009090,莿桐鄉,10009,雲林縣
10608,A0917-04-008,28575.0,008,潭西村,10009170,元長鄉,10009,雲林縣
10608,A0917-04-007,25434.0,008,潭西村,10009170,元長鄉,10009,雲林縣
10612,A0909-06-003,86553.0,006,埔子村,10009090,莿桐鄉,10009,雲林縣
10612,A0909-06-004,187.0,001,莿桐村,10009090,莿桐鄉,10009,雲林縣
10612,A0909-06-001,24901.0,006,埔子村,10009090,莿桐鄉,10009,雲林縣
10612,A0909-06-002,50452.0,006,埔子村,10009090,莿桐鄉,10009,雲林縣
10608,A0917-04-002,3447.0,001,長南村,10009170,元長鄉,10009,雲林縣
10608,A0909-11-001,142638.0,007,大美村,10009090,莿桐鄉,10009,雲林縣
10609,A0901-11-010,7076.0,010,鎮北里,10009010,斗六市,10009,雲林縣
10608,A0917-04-001,67968.0,007,五塊村,10009170,元長鄉,10009,雲林縣
10611,A0902-01-001,255327.0,015,田頭里,10009020,斗南鎮,10009,雲林縣
10608,A0917-04-006,77202.0,009,潭東村,10009170,元長鄉,10009,雲林縣
10608,A0909-11-005,138703.0,007,大美村,10009090,莿桐鄉,10009,雲林縣
10611,A0902-01-003,33810.0,015,田頭里,10009020,斗南鎮,10009,雲林縣
