Ym,code1,gen,"cunli code",cunli,"area code",area,"city code",city
10608,A1002-10-013,220621.0,010,竹圍里,10010020,朴子市,10010,嘉義縣
10610,A1012-19-001,47626.0,021,中庄村,10010120,水上鄉,10010,嘉義縣
10612,A1010-07-027,20333.0,017,官順村,10010100,義竹鄉,10010,嘉義縣
10610,A1011-02-008,735.0,002,鹿東村,10010110,鹿草鄉,10010,嘉義縣
10608,A1002-10-012,77715.0,010,竹圍里,10010020,朴子市,10010,嘉義縣
10608,A1002-10-011,9873.0,010,竹圍里,10010020,朴子市,10010,嘉義縣
10612,A1010-07-028,724.0,014,東過村,10010100,義竹鄉,10010,嘉義縣
10609,A1009-15-024,11766.0,018,西崙村,10010090,東石鄉,10010,嘉義縣
10609,A1009-15-023,56905.0,018,西崙村,10010090,東石鄉,10010,嘉義縣
10609,A1009-15-026,5952.0,018,西崙村,10010090,東石鄉,10010,嘉義縣
10609,A1009-15-025,90709.0,018,西崙村,10010090,東石鄉,10010,嘉義縣
10610,A1012-19-008,63604.0,026,義興村,10010120,水上鄉,10010,嘉義縣
10612,A1010-07-022,599.0,015,西過村,10010100,義竹鄉,10010,嘉義縣
10610,A1011-02-006,80.0,004,西井村,10010110,鹿草鄉,10010,嘉義縣
10610,A1012-19-009,80.0,026,義興村,10010120,水上鄉,10010,嘉義縣
10612,A1010-07-024,2510.0,015,西過村,10010100,義竹鄉,10010,嘉義縣
10608,A1002-10-007,16419.0,010,竹圍里,10010020,朴子市,10010,嘉義縣
10609,A1009-15-020,8497.0,018,西崙村,10010090,東石鄉,10010,嘉義縣
10610,A1012-19-004,30933.0,026,義興村,10010120,水上鄉,10010,嘉義縣
10608,A1002-10-006,124753.0,010,竹圍里,10010020,朴子市,10010,嘉義縣
10610,A1012-19-003,75144.0,021,中庄村,10010120,水上鄉,10010,嘉義縣
10608,A1002-10-009,58435.0,010,竹圍里,10010020,朴子市,10010,嘉義縣
10609,A1009-15-022,7553.0,017,東崙村,10010090,東石鄉,10010,嘉義縣
10610,A1012-19-006,67287.0,021,中庄村,10010120,水上鄉,10010,嘉義縣
10612,A1010-07-021,12750.0,017,官順村,10010100,義竹鄉,10010,嘉義縣
10608,A1002-10-008,82376.0,010,竹圍里,10010020,朴子市,10010,嘉義縣
10610,A1011-02-002,282.0,004,西井村,10010110,鹿草鄉,10010,嘉義縣
10610,A1012-19-005,50163.0,021,中庄村,10010120,水上鄉,10010,嘉義縣
10608,A1002-10-003,39761.0,008,文化里,10010020,朴子市,10010,嘉義縣
10608,A1002-10-002,47076.0,010,竹圍里,10010020,朴子市,10010,嘉義縣
10608,A1002-10-005,39133.0,010,竹圍里,10010020,朴子市,10010,嘉義縣
10612,A1016-03-004,0.0,006,民和村,10010160,番路鄉,10010,嘉義縣
10608,A1002-10-004,39771.0,008,文化里,10010020,朴子市,10010,嘉義縣
10608,A1002-10-001,138362.0,008,文化里,10010020,朴子市,10010,嘉義縣
10612,A1008-10-019,35801.0,019,正義村,10010080,六腳鄉,10010,嘉義縣
10612,A1008-10-024,18217.0,019,正義村,10010080,六腳鄉,10010,嘉義縣
10612,A1008-10-023,52840.0,019,正義村,10010080,六腳鄉,10010,嘉義縣
10612,A1008-10-025,20596.0,019,正義村,10010080,六腳鄉,10010,嘉義縣
10612,A1008-10-022,18028.0,019,正義村,10010080,六腳鄉,10010,嘉義縣
10607,A1012-07-002,3468.0,016,柳鄉村,10010120,水上鄉,10010,嘉義縣
10612,A1008-10-021,3312.0,019,正義村,10010080,六腳鄉,10010,嘉義縣
10611,A1004-09-002,8569.0,004,平林里,10010040,大林鎮,10010,嘉義縣
10612,A1008-01-001,56145.0,014,蘇厝村,10010080,六腳鄉,10010,嘉義縣
10611,A1004-09-003,9634.0,004,平林里,10010040,大林鎮,10010,嘉義縣
10607,A1012-07-006,23027.0,016,柳鄉村,10010120,水上鄉,10010,嘉義縣
10607,A1012-07-009,47223.0,016,柳鄉村,10010120,水上鄉,10010,嘉義縣
10612,A1010-07-030,376.0,014,東過村,10010100,義竹鄉,10010,嘉義縣
10607,A1012-07-008,11927.0,016,柳鄉村,10010120,水上鄉,10010,嘉義縣
10612,A1010-07-032,35764.0,017,官順村,10010100,義竹鄉,10010,嘉義縣
10611,A1004-09-001,155146.0,004,平林里,10010040,大林鎮,10010,嘉義縣
10612,A1010-07-031,8653.0,017,官順村,10010100,義竹鄉,10010,嘉義縣
10612,A1010-07-009,2040.0,013,新店村,10010100,義竹鄉,10010,嘉義縣
10612,A1010-07-005,80.0,013,新店村,10010100,義竹鄉,10010,嘉義縣
10612,A1010-07-007,2919.0,013,新店村,10010100,義竹鄉,10010,嘉義縣
10612,A1008-10-009,536.0,019,正義村,10010080,六腳鄉,10010,嘉義縣
10612,A1008-10-005,923.0,019,正義村,10010080,六腳鄉,10010,嘉義縣
10612,A1008-10-007,26688.0,020,溪厝村,10010080,六腳鄉,10010,嘉義縣
10609,A1009-15-002,8211.0,019,塭仔村,10010090,東石鄉,10010,嘉義縣
10612,A1002-05-011,26622.0,002,平和里,10010020,朴子市,10010,嘉義縣
10609,A1009-15-001,640.0,019,塭仔村,10010090,東石鄉,10010,嘉義縣
10612,A1008-10-012,12054.0,020,溪厝村,10010080,六腳鄉,10010,嘉義縣
10607,A1012-07-010,3555.0,015,柳林村,10010120,水上鄉,10010,嘉義縣
10609,A1009-15-004,5905.0,017,東崙村,10010090,東石鄉,10010,嘉義縣
10609,A1009-15-003,9533.0,019,塭仔村,10010090,東石鄉,10010,嘉義縣
10612,A1008-10-014,1477.0,020,溪厝村,10010080,六腳鄉,10010,嘉義縣
10609,A1009-15-006,6167.0,017,東崙村,10010090,東石鄉,10010,嘉義縣
10612,A1002-14-016,29999.0,020,崁前里,10010020,朴子市,10010,嘉義縣
10607,A1012-07-011,37861.0,016,柳鄉村,10010120,水上鄉,10010,嘉義縣
10609,A1009-15-005,18316.0,019,塭仔村,10010090,東石鄉,10010,嘉義縣
10612,A1002-14-017,43334.0,020,崁前里,10010020,朴子市,10010,嘉義縣
10612,A1002-14-014,30926.0,022,崁後里,10010020,朴子市,10010,嘉義縣
10608,A1004-06-009,87677.0,012,過溪里,10010040,大林鎮,10010,嘉義縣
10612,A1002-14-015,22024.0,020,崁前里,10010020,朴子市,10010,嘉義縣
10612,A1008-10-010,46310.0,020,溪厝村,10010080,六腳鄉,10010,嘉義縣
10608,A1004-06-008,104099.0,011,大美里,10010040,大林鎮,10010,嘉義縣
10612,A1002-14-012,9201.0,020,崁前里,10010020,朴子市,10010,嘉義縣
10608,A1004-06-007,137129.0,011,大美里,10010040,大林鎮,10010,嘉義縣
10612,A1002-14-013,86649.0,022,崁後里,10010020,朴子市,10010,嘉義縣
10608,A1004-06-006,15667.0,011,大美里,10010040,大林鎮,10010,嘉義縣
10612,A1010-07-003,40.0,013,新店村,10010100,義竹鄉,10010,嘉義縣
10612,A1002-14-010,44545.0,022,崁後里,10010020,朴子市,10010,嘉義縣
10608,A1004-06-005,57957.0,011,大美里,10010040,大林鎮,10010,嘉義縣
