Ym,code1,gen,"cunli code",cunli,"area code",area,"city code",city
10502,A1512-10-007,19831.0,006,紅葉村,10015120,萬榮鄉,10015,花蓮縣
10502,A1512-10-008,47975.0,006,紅葉村,10015120,萬榮鄉,10015,花蓮縣
10502,A1512-10-009,64085.0,006,紅葉村,10015120,萬榮鄉,10015,花蓮縣
10502,A1503-06-001,35571.0,015,大禹里,10015030,玉里鎮,10015,花蓮縣
10502,A1503-06-002,48572.0,015,大禹里,10015030,玉里鎮,10015,花蓮縣
10502,A1503-06-003,96401.0,015,大禹里,10015030,玉里鎮,10015,花蓮縣
10503,A1501-02-007,0.0,040,國福里,10015010,花蓮市,10015,花蓮縣
10502,A1503-06-004,87507.0,015,大禹里,10015030,玉里鎮,10015,花蓮縣
10502,A1512-10-006,40066.0,006,紅葉村,10015120,萬榮鄉,10015,花蓮縣
10506,A1505-16-009,129135.0,012,南昌村,10015050,吉安鄉,10015,花蓮縣
10506,A1505-16-008,131648.0,012,南昌村,10015050,吉安鄉,10015,花蓮縣
10505,A1503-05-014,1326.0,008,樂合里,10015030,玉里鎮,10015,花蓮縣
10506,A1505-16-007,109501.0,012,南昌村,10015050,吉安鄉,10015,花蓮縣
10505,A1503-05-015,504.0,007,長良里,10015030,玉里鎮,10015,花蓮縣
10506,A1505-16-006,90682.0,012,南昌村,10015050,吉安鄉,10015,花蓮縣
10506,A1505-16-005,43649.0,012,南昌村,10015050,吉安鄉,10015,花蓮縣
10503,A1505-17-009,88976.0,014,仁里村,10015050,吉安鄉,10015,花蓮縣
10503,A1505-17-004,117634.0,014,仁里村,10015050,吉安鄉,10015,花蓮縣
10505,A1505-24-001,118257.0,017,仁和村,10015050,吉安鄉,10015,花蓮縣
10503,A1505-17-003,151412.0,014,仁里村,10015050,吉安鄉,10015,花蓮縣
10505,A1503-05-010,3369.0,002,啟模里,10015030,玉里鎮,10015,花蓮縣
10505,A1505-24-002,80831.0,016,仁安村,10015050,吉安鄉,10015,花蓮縣
10503,A1505-17-002,59775.0,014,仁里村,10015050,吉安鄉,10015,花蓮縣
10503,A1505-17-001,70079.0,014,仁里村,10015050,吉安鄉,10015,花蓮縣
10503,A1505-17-008,56491.0,014,仁里村,10015050,吉安鄉,10015,花蓮縣
10505,A1505-24-005,106736.0,017,仁和村,10015050,吉安鄉,10015,花蓮縣
10503,A1505-17-007,67377.0,014,仁里村,10015050,吉安鄉,10015,花蓮縣
10505,A1505-24-006,103157.0,016,仁安村,10015050,吉安鄉,10015,花蓮縣
10503,A1505-17-006,73578.0,014,仁里村,10015050,吉安鄉,10015,花蓮縣
10505,A1505-24-003,54040.0,016,仁安村,10015050,吉安鄉,10015,花蓮縣
10503,A1505-17-005,54499.0,014,仁里村,10015050,吉安鄉,10015,花蓮縣
10505,A1505-24-004,170461.0,017,仁和村,10015050,吉安鄉,10015,花蓮縣
