Ym,code1,gen,"cunli code",cunli,"area code",area,"city code",city
10607,A1403-03-011,72019.0,005,里■里,10014030,關山鎮,10014,臺東縣
10607,A1403-03-010,62315.0,005,里■里,10014030,關山鎮,10014,臺東縣
10609,A1401-29-005,20312.0,038,豐榮里,10014010,臺東市,10014,臺東縣
10609,A1401-29-004,7031.0,038,豐榮里,10014010,臺東市,10014,臺東縣
10607,A1406-01-012,89051.0,007,新興村,10014060,池上鄉,10014,臺東縣
10609,A1401-29-008,32819.0,038,豐榮里,10014010,臺東市,10014,臺東縣
10607,A1406-01-011,119872.0,005,福原村,10014060,池上鄉,10014,臺東縣
10609,A1401-29-007,148375.0,038,豐榮里,10014010,臺東市,10014,臺東縣
10607,A1406-01-010,45958.0,005,福原村,10014060,池上鄉,10014,臺東縣
10607,A1403-03-009,30646.0,005,里■里,10014030,關山鎮,10014,臺東縣
10607,A1403-03-008,30880.0,005,里■里,10014030,關山鎮,10014,臺東縣
10607,A1403-03-007,30485.0,004,中福里,10014030,關山鎮,10014,臺東縣
10607,A1403-03-006,38675.0,004,中福里,10014030,關山鎮,10014,臺東縣
10608,A1401-37-002,3468.0,034,永樂里,10014010,臺東市,10014,臺東縣
10608,A1401-37-003,28040.0,034,永樂里,10014010,臺東市,10014,臺東縣
10608,A1401-37-001,161857.0,034,永樂里,10014010,臺東市,10014,臺東縣
10607,A1406-01-002,890.0,001,福文村,10014060,池上鄉,10014,臺東縣
10607,A1406-01-001,105961.0,001,福文村,10014060,池上鄉,10014,臺東縣
10607,A1406-01-006,17069.0,001,福文村,10014060,池上鄉,10014,臺東縣
10607,A1406-01-004,26875.0,004,大埔村,10014060,池上鄉,10014,臺東縣
10611,A1412-02-001,3772.0,004,海端村,10014120,海端鄉,10014,臺東縣
10607,A1406-01-009,61559.0,001,福文村,10014060,池上鄉,10014,臺東縣
10607,A1406-01-008,83630.0,001,福文村,10014060,池上鄉,10014,臺東縣
10607,A1406-01-007,74507.0,001,福文村,10014060,池上鄉,10014,臺東縣
10608,A1401-37-008,60089.0,041,豐原里,10014010,臺東市,10014,臺東縣
10608,A1401-37-006,38893.0,041,豐原里,10014010,臺東市,10014,臺東縣
10608,A1401-37-007,97715.0,039,豐谷里,10014010,臺東市,10014,臺東縣
10608,A1401-37-004,59728.0,034,永樂里,10014010,臺東市,10014,臺東縣
10608,A1401-37-005,74235.0,039,豐谷里,10014010,臺東市,10014,臺東縣
10612,A1404-01-009,55054.0,006,初鹿村,10014040,卑南鄉,10014,臺東縣
10612,A1404-01-008,28623.0,006,初鹿村,10014040,卑南鄉,10014,臺東縣
10612,A1404-01-007,33249.0,006,初鹿村,10014040,卑南鄉,10014,臺東縣
10612,A1404-01-006,44303.0,006,初鹿村,10014040,卑南鄉,10014,臺東縣
10612,A1404-01-004,20894.0,005,明峰村,10014040,卑南鄉,10014,臺東縣
10612,A1404-01-011,23084.0,006,初鹿村,10014040,卑南鄉,10014,臺東縣
10612,A1404-01-010,21281.0,006,初鹿村,10014040,卑南鄉,10014,臺東縣
10609,A1401-38-010,5731.0,046,建農里,10014010,臺東市,10014,臺東縣
10608,A1405-05-001,86291.0,004,永安村,10014050,鹿野鄉,10014,臺東縣
10609,A1403-01-003,10687.0,001,德高里,10014030,關山鎮,10014,臺東縣
10609,A1403-01-002,98315.0,001,德高里,10014030,關山鎮,10014,臺東縣
10608,A1405-05-003,63424.0,004,永安村,10014050,鹿野鄉,10014,臺東縣
10608,A1405-05-004,14028.0,004,永安村,10014050,鹿野鄉,10014,臺東縣
10609,A1403-01-008,45191.0,003,新福里,10014030,關山鎮,10014,臺東縣
10608,A1405-05-005,56476.0,004,永安村,10014050,鹿野鄉,10014,臺東縣
10609,A1403-01-007,27855.0,003,新福里,10014030,關山鎮,10014,臺東縣
10608,A1405-05-006,148791.0,004,永安村,10014050,鹿野鄉,10014,臺東縣
10609,A1403-01-001,145646.0,001,德高里,10014030,關山鎮,10014,臺東縣
10611,A1401-02-010,182075.0,006,南榮里,10014010,臺東市,10014,臺東縣
10611,A1401-02-011,41157.0,003,岩灣里,10014010,臺東市,10014,臺東縣
10612,A1404-01-002,16711.0,005,明峰村,10014040,卑南鄉,10014,臺東縣
10610,A1406-04-001,69915.0,007,新興村,10014060,池上鄉,10014,臺東縣
10612,A1404-01-001,34977.0,005,明峰村,10014040,卑南鄉,10014,臺東縣
10607,A1414-03-001,3522.0,001,新興村,10014140,金峰鄉,10014,臺東縣
10610,A1406-04-002,193363.0,007,新興村,10014060,池上鄉,10014,臺東縣
10609,A1401-38-005,107882.0,042,建和里,10014010,臺東市,10014,臺東縣
10610,A1406-04-003,87204.0,006,錦園村,10014060,池上鄉,10014,臺東縣
10610,A1406-04-004,116410.0,008,萬安村,10014060,池上鄉,10014,臺東縣
10607,A1414-03-002,97083.0,001,新興村,10014140,金峰鄉,10014,臺東縣
10609,A1411-12-004,0.0,002,中寮村,10014110,綠島鄉,10014,臺東縣
10610,A1406-04-005,118343.0,009,富興村,10014060,池上鄉,10014,臺東縣
10609,A1401-38-008,1612.0,046,建農里,10014010,臺東市,10014,臺東縣
10610,A1406-04-006,82947.0,010,振興村,10014060,池上鄉,10014,臺東縣
10609,A1401-38-009,0.0,046,建農里,10014010,臺東市,10014,臺東縣
10609,A1411-12-006,86300.0,003,南寮村,10014110,綠島鄉,10014,臺東縣
10608,A1405-05-010,7733.0,007,龍田村,10014050,鹿野鄉,10014,臺東縣
10609,A1411-12-007,2481.0,002,中寮村,10014110,綠島鄉,10014,臺東縣
10609,A1411-12-008,175342.0,003,南寮村,10014110,綠島鄉,10014,臺東縣
10609,A1411-12-009,48810.0,003,南寮村,10014110,綠島鄉,10014,臺東縣
10609,A1401-38-003,368.0,046,建農里,10014010,臺東市,10014,臺東縣
10609,A1401-38-001,70958.0,029,新園里,10014010,臺東市,10014,臺東縣
10611,A1401-02-004,27202.0,003,岩灣里,10014010,臺東市,10014,臺東縣
10611,A1409-03-002,99024.0,006,大王村,10014090,太麻里鄉,10014,臺東縣
10611,A1409-03-001,7278.0,004,北里村,10014090,太麻里鄉,10014,臺東縣
10608,A1405-05-007,4676.0,006,鹿野村,10014050,鹿野鄉,10014,臺東縣
10609,A1411-12-010,105467.0,003,南寮村,10014110,綠島鄉,10014,臺東縣
10608,A1405-05-008,790.0,006,鹿野村,10014050,鹿野鄉,10014,臺東縣
10609,A1411-12-011,27539.0,001,公■村,10014110,綠島鄉,10014,臺東縣
10609,A1411-12-012,10494.0,003,南寮村,10014110,綠島鄉,10014,臺東縣
10609,A1411-12-013,22511.0,001,公■村,10014110,綠島鄉,10014,臺東縣
10611,A1401-02-006,9862.0,003,岩灣里,10014010,臺東市,10014,臺東縣
10611,A1401-02-007,21315.0,003,岩灣里,10014010,臺東市,10014,臺東縣
10611,A1401-02-008,185375.0,003,岩灣里,10014010,臺東市,10014,臺東縣
10611,A1401-02-009,39282.0,006,南榮里,10014010,臺東市,10014,臺東縣
10611,A1401-20-003,79708.0,013,民族里,10014010,臺東市,10014,臺東縣
10611,A1401-20-002,98436.0,012,自強里,10014010,臺東市,10014,臺東縣
10611,A1401-20-005,63894.0,013,民族里,10014010,臺東市,10014,臺東縣
10611,A1401-20-004,53389.0,012,自強里,10014010,臺東市,10014,臺東縣
10611,A1401-20-007,69392.0,013,民族里,10014010,臺東市,10014,臺東縣
10611,A1401-20-006,41396.0,013,民族里,10014010,臺東市,10014,臺東縣
10611,A1401-20-009,42058.0,013,民族里,10014010,臺東市,10014,臺東縣
10611,A1401-20-008,188.0,013,民族里,10014010,臺東市,10014,臺東縣
10611,A1409-03-006,86645.0,006,大王村,10014090,太麻里鄉,10014,臺東縣
10611,A1409-03-005,62088.0,004,北里村,10014090,太麻里鄉,10014,臺東縣
10607,A1403-03-005,28215.0,002,豐泉里,10014030,關山鎮,10014,臺東縣
10607,A1403-03-004,1989.0,002,豐泉里,10014030,關山鎮,10014,臺東縣
10607,A1403-03-002,4702.0,002,豐泉里,10014030,關山鎮,10014,臺東縣
10610,A1401-10-007,60752.0,007,新生里,10014010,臺東市,10014,臺東縣
10610,A1401-10-006,167461.0,007,新生里,10014010,臺東市,10014,臺東縣
10610,A1401-10-005,137739.0,007,新生里,10014010,臺東市,10014,臺東縣
10610,A1401-10-004,186119.0,007,新生里,10014010,臺東市,10014,臺東縣
10610,A1401-10-001,128412.0,007,新生里,10014010,臺東市,10014,臺東縣
10610,A1407-01-003,80.0,001,北源村,10014070,東河鄉,10014,臺東縣
10612,A1403-04-002,80.0,003,新福里,10014030,關山鎮,10014,臺東縣
10612,A1409-04-008,318.0,005,泰和村,10014090,太麻里鄉,10014,臺東縣
10612,A1409-04-007,55033.0,005,泰和村,10014090,太麻里鄉,10014,臺東縣
10612,A1403-04-004,53175.0,005,里■里,10014030,關山鎮,10014,臺東縣
10612,A1409-04-006,144246.0,005,泰和村,10014090,太麻里鄉,10014,臺東縣
10612,A1409-04-005,75928.0,006,大王村,10014090,太麻里鄉,10014,臺東縣
10608,A1403-04-004,56977.0,005,里■里,10014030,關山鎮,10014,臺東縣
10608,A1403-04-002,80.0,003,新福里,10014030,關山鎮,10014,臺東縣
10610,A1401-01-006,11031.0,002,富豐里,10014010,臺東市,10014,臺東縣
10610,A1401-01-007,90182.0,001,富岡里,10014010,臺東市,10014,臺東縣
10610,A1401-01-008,76240.0,001,富岡里,10014010,臺東市,10014,臺東縣
10610,A1412-01-003,70742.0,003,利稻村,10014120,海端鄉,10014,臺東縣
10612,A1409-04-004,91209.0,005,泰和村,10014090,太麻里鄉,10014,臺東縣
10612,A1409-04-003,23291.0,006,大王村,10014090,太麻里鄉,10014,臺東縣
10610,A1412-01-005,801.0,002,霧鹿村,10014120,海端鄉,10014,臺東縣
10610,A1401-01-001,47057.0,001,富岡里,10014010,臺東市,10014,臺東縣
10610,A1407-01-008,27045.0,001,北源村,10014070,東河鄉,10014,臺東縣
10612,A1409-04-001,96022.0,006,大王村,10014090,太麻里鄉,10014,臺東縣
10610,A1401-01-002,3815.0,001,富岡里,10014010,臺東市,10014,臺東縣
10610,A1407-01-007,12741.0,001,北源村,10014070,東河鄉,10014,臺東縣
10610,A1401-01-003,62357.0,001,富岡里,10014010,臺東市,10014,臺東縣
10610,A1407-01-006,6184.0,002,泰源村,10014070,東河鄉,10014,臺東縣
10610,A1401-01-004,33144.0,002,富豐里,10014010,臺東市,10014,臺東縣
10610,A1407-01-005,53159.0,001,北源村,10014070,東河鄉,10014,臺東縣
10610,A1401-01-005,67224.0,001,富岡里,10014010,臺東市,10014,臺東縣
10610,A1407-01-004,48472.0,001,北源村,10014070,東河鄉,10014,臺東縣
10608,A1406-02-009,78535.0,003,大坡村,10014060,池上鄉,10014,臺東縣
10608,A1406-02-007,29710.0,004,大埔村,10014060,池上鄉,10014,臺東縣
10608,A1406-02-006,50006.0,005,福原村,10014060,池上鄉,10014,臺東縣
10608,A1406-02-004,54953.0,002,慶豐村,10014060,池上鄉,10014,臺東縣
10608,A1406-02-003,1708.0,005,福原村,10014060,池上鄉,10014,臺東縣
10608,A1406-02-002,89479.0,002,慶豐村,10014060,池上鄉,10014,臺東縣
10608,A1406-02-001,31487.0,002,慶豐村,10014060,池上鄉,10014,臺東縣
10611,A1401-20-001,0.0,012,自強里,10014010,臺東市,10014,臺東縣
10609,A1402-22-001,85087.0,002,忠孝里,10014020,成功鎮,10014,臺東縣
10609,A1402-22-003,39315.0,004,三民里,10014020,成功鎮,10014,臺東縣
10609,A1402-22-002,48351.0,003,三仙里,10014020,成功鎮,10014,臺東縣
10610,A1401-01-010,98924.0,002,富豐里,10014010,臺東市,10014,臺東縣
10609,A1402-22-005,115197.0,003,三仙里,10014020,成功鎮,10014,臺東縣
10610,A1401-01-011,24906.0,002,富豐里,10014010,臺東市,10014,臺東縣
