Ym,code1,gen,"cunli code",cunli,"area code",area,"city code",city
10501,A0701-34-010,5859.0,030,磚[瑤]里,10007010,彰化市,10007,彰化縣
10505,A0710-20-008,191345.0,032,浮圳里,10007100,員林鎮,10007,彰化縣
10505,A0710-20-009,29599.0,017,三條里,10007100,員林鎮,10007,彰化縣
10501,A0716-02-006,25462.0,012,光雲村,10007160,永靖鄉,10007,彰化縣
10501,A0716-02-007,545.0,012,光雲村,10007160,永靖鄉,10007,彰化縣
10501,A0716-02-008,33146.0,012,光雲村,10007160,永靖鄉,10007,彰化縣
10501,A0716-02-009,34806.0,012,光雲村,10007160,永靖鄉,10007,彰化縣
10503,A0707-05-002,105819.0,006,安東村,10007070,秀水鄉,10007,彰化縣
10501,A0716-02-010,21225.0,013,東寧村,10007160,永靖鄉,10007,彰化縣
10503,A0707-05-001,78582.0,006,安東村,10007070,秀水鄉,10007,彰化縣
10501,A0716-02-011,98159.0,013,東寧村,10007160,永靖鄉,10007,彰化縣
10505,A0720-09-009,93873.0,004,北平里,10007200,二林鎮,10007,彰化縣
10505,A0720-09-008,112612.0,001,東和里,10007200,二林鎮,10007,彰化縣
10503,A0707-05-006,52912.0,006,安東村,10007070,秀水鄉,10007,彰化縣
10505,A0720-09-007,59866.0,001,東和里,10007200,二林鎮,10007,彰化縣
10503,A0707-05-005,41996.0,006,安東村,10007070,秀水鄉,10007,彰化縣
10505,A0720-09-006,110658.0,004,北平里,10007200,二林鎮,10007,彰化縣
10503,A0707-05-004,113783.0,006,安東村,10007070,秀水鄉,10007,彰化縣
10505,A0720-09-005,82086.0,004,北平里,10007200,二林鎮,10007,彰化縣
10503,A0707-05-003,99209.0,006,安東村,10007070,秀水鄉,10007,彰化縣
10505,A0720-09-004,178889.0,001,東和里,10007200,二林鎮,10007,彰化縣
10501,A0701-34-004,26632.0,024,五權里,10007010,彰化市,10007,彰化縣
10505,A0720-09-003,127789.0,004,北平里,10007200,二林鎮,10007,彰化縣
10506,A0703-27-003,59572.0,015,山犁里,10007030,和美鎮,10007,彰化縣
10501,A0701-34-003,1607.0,024,五權里,10007010,彰化市,10007,彰化縣
10505,A0720-09-002,103519.0,004,北平里,10007200,二林鎮,10007,彰化縣
10506,A0703-27-002,76771.0,015,山犁里,10007030,和美鎮,10007,彰化縣
10501,A0701-34-006,73708.0,030,磚[瑤]里,10007010,彰化市,10007,彰化縣
10505,A0720-09-001,107790.0,004,北平里,10007200,二林鎮,10007,彰化縣
10506,A0703-27-005,125779.0,015,山犁里,10007030,和美鎮,10007,彰化縣
10501,A0701-34-005,56387.0,030,磚[瑤]里,10007010,彰化市,10007,彰化縣
10506,A0703-27-004,141521.0,015,山犁里,10007030,和美鎮,10007,彰化縣
10501,A0701-34-008,30932.0,020,西興里,10007010,彰化市,10007,彰化縣
10501,A0701-34-007,145204.0,021,西勢里,10007010,彰化市,10007,彰化縣
10506,A0703-27-001,82664.0,015,山犁里,10007030,和美鎮,10007,彰化縣
10501,A0701-34-009,11997.0,030,磚[瑤]里,10007010,彰化市,10007,彰化縣
10506,A0703-27-007,146479.0,015,山犁里,10007030,和美鎮,10007,彰化縣
10506,A0703-27-006,161487.0,015,山犁里,10007030,和美鎮,10007,彰化縣
10501,A0701-34-002,7969.0,024,五權里,10007010,彰化市,10007,彰化縣
10506,A0703-27-009,125470.0,014,雅溝里,10007030,和美鎮,10007,彰化縣
10501,A0701-34-001,33621.0,024,五權里,10007010,彰化市,10007,彰化縣
10506,A0703-27-008,48384.0,014,雅溝里,10007030,和美鎮,10007,彰化縣
10506,A0704-06-006,22520.0,006,下犁村,10007040,線西鄉,10007,彰化縣
10505,A0710-20-006,109213.0,032,浮圳里,10007100,員林鎮,10007,彰化縣
10506,A0710-03-001,7665.0,016,大埔里,10007100,員林鎮,10007,彰化縣
10506,A0710-03-002,32307.0,016,大埔里,10007100,員林鎮,10007,彰化縣
10505,A0710-20-005,88145.0,032,浮圳里,10007100,員林鎮,10007,彰化縣
10506,A0710-03-003,59745.0,016,大埔里,10007100,員林鎮,10007,彰化縣
10505,A0710-20-002,2218.0,033,西東里,10007100,員林鎮,10007,彰化縣
10506,A0703-27-010,7144.0,013,南佃里,10007030,和美鎮,10007,彰化縣
10503,A0707-05-009,50143.0,006,安東村,10007070,秀水鄉,10007,彰化縣
10503,A0707-05-008,80643.0,006,安東村,10007070,秀水鄉,10007,彰化縣
10503,A0707-05-007,122765.0,006,安東村,10007070,秀水鄉,10007,彰化縣
10502,A0708-01-001,78465.0,011,白沙村,10007080,花壇鄉,10007,彰化縣
10502,A0708-01-002,65318.0,011,白沙村,10007080,花壇鄉,10007,彰化縣
10506,A0712-08-001,255.0,005,平和里,10007120,田中鎮,10007,彰化縣
10502,A0708-01-003,107912.0,011,白沙村,10007080,花壇鄉,10007,彰化縣
10502,A0708-01-004,90394.0,011,白沙村,10007080,花壇鄉,10007,彰化縣
10505,A0801-03-004,18595.0,022,鳳山里,10008010,南投市,10008,南投縣
10505,A0801-03-001,40.0,026,福興里,10008010,南投市,10008,南投縣
10505,A0704-05-001,81730.0,003,寓埔村,10007040,線西鄉,10007,彰化縣
10506,A0702-01-008,76192.0,025,山崙里,10007020,鹿港鎮,10007,彰化縣
10506,A0702-01-005,32957.0,025,山崙里,10007020,鹿港鎮,10007,彰化縣
10506,A0702-01-006,88688.0,025,山崙里,10007020,鹿港鎮,10007,彰化縣
10501,A0702-13-001,67437.0,027,詔安里,10007020,鹿港鎮,10007,彰化縣
10505,A0704-05-005,41338.0,007,頂犁村,10007040,線西鄉,10007,彰化縣
10506,A0702-01-003,134292.0,025,山崙里,10007020,鹿港鎮,10007,彰化縣
10501,A0702-13-002,32954.0,027,詔安里,10007020,鹿港鎮,10007,彰化縣
10505,A0704-05-004,79908.0,007,頂犁村,10007040,線西鄉,10007,彰化縣
10506,A0702-01-004,106471.0,025,山崙里,10007020,鹿港鎮,10007,彰化縣
10504,A0706-09-001,1463.0,019,福興村,10007060,福興鄉,10007,彰化縣
10505,A0704-05-003,55937.0,007,頂犁村,10007040,線西鄉,10007,彰化縣
10506,A0702-01-001,64012.0,025,山崙里,10007020,鹿港鎮,10007,彰化縣
10505,A0704-05-002,258347.0,003,寓埔村,10007040,線西鄉,10007,彰化縣
10506,A0702-01-002,167956.0,025,山崙里,10007020,鹿港鎮,10007,彰化縣
10505,A0704-05-008,166367.0,007,頂犁村,10007040,線西鄉,10007,彰化縣
10505,A0704-05-007,92511.0,007,頂犁村,10007040,線西鄉,10007,彰化縣
10505,A0704-05-006,23322.0,004,塭仔村,10007040,線西鄉,10007,彰化縣
10505,A0801-03-010,40.0,022,鳳山里,10008010,南投市,10008,南投縣
10503,A0715-07-001,1964.0,005,瓦北村,10007150,埔心鄉,10007,彰化縣
10505,A0705-02-004,23089.0,008,全興村,10007050,伸港鄉,10007,彰化縣
10505,A0705-02-005,47603.0,007,海尾村,10007050,伸港鄉,10007,彰化縣
10505,A0705-02-002,71401.0,008,全興村,10007050,伸港鄉,10007,彰化縣
10505,A0705-02-003,120027.0,008,全興村,10007050,伸港鄉,10007,彰化縣
10505,A0705-02-008,47944.0,007,海尾村,10007050,伸港鄉,10007,彰化縣
10505,A0705-02-006,155250.0,007,海尾村,10007050,伸港鄉,10007,彰化縣
10505,A0705-02-007,18776.0,007,海尾村,10007050,伸港鄉,10007,彰化縣
10504,A0713-03-009,78935.0,015,黃厝村,10007130,大村鄉,10007,彰化縣
10504,A0713-03-005,24728.0,016,福興村,10007130,大村鄉,10007,彰化縣
10504,A0713-03-006,153989.0,016,福興村,10007130,大村鄉,10007,彰化縣
10505,A0705-02-001,60158.0,008,全興村,10007050,伸港鄉,10007,彰化縣
10504,A0713-03-007,142152.0,016,福興村,10007130,大村鄉,10007,彰化縣
10504,A0713-03-008,132190.0,016,福興村,10007130,大村鄉,10007,彰化縣
10502,A0723-08-005,7544.0,021,草湖村,10007230,芳苑鄉,10007,彰化縣
10502,A0723-08-006,1575.0,022,文津村,10007230,芳苑鄉,10007,彰化縣
10503,A0721-04-008,37141.0,001,田尾村,10007210,田尾鄉,10007,彰化縣
10503,A0721-04-007,112858.0,012,溪畔村,10007210,田尾鄉,10007,彰化縣
10503,A0721-04-006,18424.0,013,打簾村,10007210,田尾鄉,10007,彰化縣
10503,A0721-04-005,146268.0,012,溪畔村,10007210,田尾鄉,10007,彰化縣
10503,A0721-04-004,57114.0,012,溪畔村,10007210,田尾鄉,10007,彰化縣
10503,A0721-04-003,98583.0,012,溪畔村,10007210,田尾鄉,10007,彰化縣
10503,A0721-04-002,51204.0,013,打簾村,10007210,田尾鄉,10007,彰化縣
10503,A0721-04-001,33373.0,013,打簾村,10007210,田尾鄉,10007,彰化縣
10501,A0702-13-005,63144.0,027,詔安里,10007020,鹿港鎮,10007,彰化縣
10503,A0701-18-002,53015.0,024,五權里,10007010,彰化市,10007,彰化縣
10501,A0702-13-006,71860.0,005,頂厝里,10007020,鹿港鎮,10007,彰化縣
10503,A0701-18-001,95061.0,024,五權里,10007010,彰化市,10007,彰化縣
10501,A0702-13-003,43237.0,027,詔安里,10007020,鹿港鎮,10007,彰化縣
10501,A0702-13-004,97907.0,027,詔安里,10007020,鹿港鎮,10007,彰化縣
10503,A0701-18-005,25309.0,024,五權里,10007010,彰化市,10007,彰化縣
10501,A0702-13-007,128051.0,005,頂厝里,10007020,鹿港鎮,10007,彰化縣
10503,A0701-18-004,19757.0,024,五權里,10007010,彰化市,10007,彰化縣
10503,A0701-18-007,133945.0,024,五權里,10007010,彰化市,10007,彰化縣
10504,A0713-03-001,8368.0,008,平和村,10007130,大村鄉,10007,彰化縣
10504,A0713-03-002,36434.0,008,平和村,10007130,大村鄉,10007,彰化縣
10504,A0713-03-003,133681.0,016,福興村,10007130,大村鄉,10007,彰化縣
10504,A0713-03-004,93750.0,008,平和村,10007130,大村鄉,10007,彰化縣
10505,A0720-09-010,16436.0,001,東和里,10007200,二林鎮,10007,彰化縣
10505,A0710-02-001,30544.0,036,東北里,10007100,員林鎮,10007,彰化縣
10505,A0710-02-002,36999.0,036,東北里,10007100,員林鎮,10007,彰化縣
10505,A0710-02-003,21852.0,036,東北里,10007100,員林鎮,10007,彰化縣
10501,A0709-08-008,49006.0,009,圳墘村,10007090,芬園鄉,10007,彰化縣
10501,A0709-08-004,69422.0,008,縣庄村,10007090,芬園鄉,10007,彰化縣
10501,A0709-08-005,45762.0,008,縣庄村,10007090,芬園鄉,10007,彰化縣
10501,A0709-08-006,70784.0,008,縣庄村,10007090,芬園鄉,10007,彰化縣
10501,A0709-08-007,82309.0,009,圳墘村,10007090,芬園鄉,10007,彰化縣
10503,A0726-12-005,12654.0,013,菜公村,10007260,溪州鄉,10007,彰化縣
10506,A0723-13-008,25332.0,011,三成村,10007230,芳苑鄉,10007,彰化縣
10502,A0707-04-005,54987.0,002,安溪村,10007070,秀水鄉,10007,彰化縣
10503,A0726-12-004,27821.0,018,榮光村,10007260,溪州鄉,10007,彰化縣
10506,A0723-13-007,46066.0,012,福榮村,10007230,芳苑鄉,10007,彰化縣
10502,A0707-04-004,207022.0,002,安溪村,10007070,秀水鄉,10007,彰化縣
10503,A0726-12-007,5955.0,007,潮洋村,10007260,溪州鄉,10007,彰化縣
10502,A0707-04-003,92236.0,002,安溪村,10007070,秀水鄉,10007,彰化縣
10503,A0726-12-006,200.0,010,張厝村,10007260,溪州鄉,10007,彰化縣
10506,A0723-13-009,88437.0,011,三成村,10007230,芳苑鄉,10007,彰化縣
10502,A0707-04-002,67073.0,002,安溪村,10007070,秀水鄉,10007,彰化縣
10503,A0726-12-001,3953.0,004,水尾村,10007260,溪州鄉,10007,彰化縣
10502,A0707-04-001,71746.0,002,安溪村,10007070,秀水鄉,10007,彰化縣
10503,A0726-12-003,7527.0,013,菜公村,10007260,溪州鄉,10007,彰化縣
10503,A0726-12-002,40.0,018,榮光村,10007260,溪州鄉,10007,彰化縣
10502,A0724-05-003,27010.0,005,大城村,10007240,大城鄉,10007,彰化縣
10502,A0724-05-004,16244.0,004,西城村,10007240,大城鄉,10007,彰化縣
10502,A0724-05-001,12781.0,005,大城村,10007240,大城鄉,10007,彰化縣
10502,A0724-05-002,63934.0,004,西城村,10007240,大城鄉,10007,彰化縣
10502,A0724-05-007,109238.0,003,東城村,10007240,大城鄉,10007,彰化縣
10502,A0724-05-008,116969.0,005,大城村,10007240,大城鄉,10007,彰化縣
10502,A0724-05-005,63694.0,005,大城村,10007240,大城鄉,10007,彰化縣
10502,A0724-05-006,28814.0,004,西城村,10007240,大城鄉,10007,彰化縣
10505,A0710-02-004,70161.0,035,中東里,10007100,員林鎮,10007,彰化縣
10505,A0710-02-005,52076.0,035,中東里,10007100,員林鎮,10007,彰化縣
10506,A0723-13-010,309570.0,011,三成村,10007230,芳苑鄉,10007,彰化縣
10505,A0710-02-006,127629.0,034,南東里,10007100,員林鎮,10007,彰化縣
10505,A0710-02-007,103093.0,030,大?里,10007100,員林鎮,10007,彰化縣
10505,A0710-02-008,86874.0,030,大?里,10007100,員林鎮,10007,彰化縣
10506,A0701-69-008,96301.0,047,延平里,10007010,彰化市,10007,彰化縣
10506,A0701-69-007,135797.0,047,延平里,10007010,彰化市,10007,彰化縣
10506,A0701-69-006,44785.0,047,延平里,10007010,彰化市,10007,彰化縣
10506,A0723-13-002,102227.0,010,路平村,10007230,芳苑鄉,10007,彰化縣
10506,A0723-13-001,140904.0,010,路平村,10007230,芳苑鄉,10007,彰化縣
10506,A0723-13-004,90036.0,012,福榮村,10007230,芳苑鄉,10007,彰化縣
10506,A0723-13-003,58772.0,009,路上村,10007230,芳苑鄉,10007,彰化縣
10506,A0723-13-006,22360.0,012,福榮村,10007230,芳苑鄉,10007,彰化縣
10506,A0723-13-005,30038.0,010,路平村,10007230,芳苑鄉,10007,彰化縣
10501,A0709-08-001,11139.0,011,進芬村,10007090,芬園鄉,10007,彰化縣
10501,A0709-08-002,40040.0,011,進芬村,10007090,芬園鄉,10007,彰化縣
10501,A0709-08-003,62440.0,008,縣庄村,10007090,芬園鄉,10007,彰化縣
10501,A0726-09-009,39574.0,015,大庄村,10007260,溪州鄉,10007,彰化縣
10501,A0726-09-008,44755.0,015,大庄村,10007260,溪州鄉,10007,彰化縣
10501,A0726-09-007,57923.0,015,大庄村,10007260,溪州鄉,10007,彰化縣
10501,A0726-09-006,60741.0,015,大庄村,10007260,溪州鄉,10007,彰化縣
10501,A0702-31-010,548.0,018,街尾里,10007020,鹿港鎮,10007,彰化縣
10501,A0726-09-005,69459.0,018,榮光村,10007260,溪州鄉,10007,彰化縣
10506,A0701-69-001,160178.0,047,延平里,10007010,彰化市,10007,彰化縣
10501,A0726-09-004,61586.0,015,大庄村,10007260,溪州鄉,10007,彰化縣
10501,A0726-09-003,40569.0,018,榮光村,10007260,溪州鄉,10007,彰化縣
10501,A0726-09-002,47852.0,018,榮光村,10007260,溪州鄉,10007,彰化縣
10501,A0726-09-001,35727.0,015,大庄村,10007260,溪州鄉,10007,彰化縣
10506,A0701-69-005,49373.0,047,延平里,10007010,彰化市,10007,彰化縣
10506,A0701-69-004,126114.0,047,延平里,10007010,彰化市,10007,彰化縣
10506,A0701-69-003,52515.0,047,延平里,10007010,彰化市,10007,彰化縣
10506,A0701-69-002,22193.0,047,延平里,10007010,彰化市,10007,彰化縣
10501,A0702-31-007,15986.0,018,街尾里,10007020,鹿港鎮,10007,彰化縣
10503,A0708-02-001,146907.0,011,白沙村,10007080,花壇鄉,10007,彰化縣
10503,A0708-02-002,120518.0,011,白沙村,10007080,花壇鄉,10007,彰化縣
10503,A0708-02-005,12014.0,011,白沙村,10007080,花壇鄉,10007,彰化縣
10503,A0708-02-006,68917.0,011,白沙村,10007080,花壇鄉,10007,彰化縣
10503,A0708-02-003,95994.0,011,白沙村,10007080,花壇鄉,10007,彰化縣
10503,A0708-02-004,100014.0,011,白沙村,10007080,花壇鄉,10007,彰化縣
10503,A0708-02-007,151092.0,011,白沙村,10007080,花壇鄉,10007,彰化縣
10503,A0708-02-008,132138.0,011,白沙村,10007080,花壇鄉,10007,彰化縣
10503,A0723-09-015,3087.0,008,五俊村,10007230,芳苑鄉,10007,彰化縣
10503,A0723-09-014,34754.0,008,五俊村,10007230,芳苑鄉,10007,彰化縣
10503,A0723-09-013,6031.0,008,五俊村,10007230,芳苑鄉,10007,彰化縣
10503,A0723-09-012,19634.0,008,五俊村,10007230,芳苑鄉,10007,彰化縣
10503,A0723-09-011,70066.0,008,五俊村,10007230,芳苑鄉,10007,彰化縣
10503,A0723-09-010,93576.0,007,永興村,10007230,芳苑鄉,10007,彰化縣
10501,A0702-31-003,6491.0,018,街尾里,10007020,鹿港鎮,10007,彰化縣
10503,A0723-09-018,22754.0,005,後寮村,10007230,芳苑鄉,10007,彰化縣
10503,A0723-09-017,81902.0,005,後寮村,10007230,芳苑鄉,10007,彰化縣
10503,A0723-09-016,14796.0,005,後寮村,10007230,芳苑鄉,10007,彰化縣
10501,A0724-04-008,43823.0,002,上山村,10007240,大城鄉,10007,彰化縣
10502,A0715-06-010,71390.0,001,東門村,10007150,埔心鄉,10007,彰化縣
10503,A0723-09-004,24506.0,019,興仁村,10007230,芳苑鄉,10007,彰化縣
10501,A0724-04-007,69749.0,002,上山村,10007240,大城鄉,10007,彰化縣
10501,A0724-04-006,118493.0,003,東城村,10007240,大城鄉,10007,彰化縣
