Ym,code1,gen,"cunli code",cunli,"area code",area,"city code",city
10505,A0504-11-006,78934.0,007,聖福里,10005040,竹南鎮,10005,苗栗縣
10505,A0504-11-005,89787.0,007,聖福里,10005040,竹南鎮,10005,苗栗縣
10504,A0506-15-001,57713.0,022,中和里,10005060,後龍鎮,10005,苗栗縣
10505,A0504-11-008,159515.0,006,營盤里,10005040,竹南鎮,10005,苗栗縣
10505,A0504-11-007,126606.0,006,營盤里,10005040,竹南鎮,10005,苗栗縣
10503,A0501-06-009,61346.0,024,新英里,10005010,苗栗市,10005,苗栗縣
10504,A0506-15-003,77464.0,023,南港里,10005060,後龍鎮,10005,苗栗縣
10505,A0504-11-002,51989.0,023,佳興里,10005040,竹南鎮,10005,苗栗縣
10502,A0509-06-003,106460.0,013,玉谷村,10005090,公館鄉,10005,苗栗縣
10503,A0501-06-008,153127.0,022,福麗里,10005010,苗栗市,10005,苗栗縣
10503,A0507-02-003,8175.0,006,景山里,10005070,卓蘭鎮,10005,苗栗縣
10504,A0506-15-002,56217.0,022,中和里,10005060,後龍鎮,10005,苗栗縣
10505,A0504-11-001,77506.0,007,聖福里,10005040,竹南鎮,10005,苗栗縣
10502,A0509-06-002,145096.0,013,玉谷村,10005090,公館鄉,10005,苗栗縣
10503,A0501-06-007,23156.0,022,福麗里,10005010,苗栗市,10005,苗栗縣
10504,A0506-15-005,113687.0,022,中和里,10005060,後龍鎮,10005,苗栗縣
10505,A0504-11-004,215950.0,007,聖福里,10005040,竹南鎮,10005,苗栗縣
10502,A0509-06-001,116718.0,012,五谷村,10005090,公館鄉,10005,苗栗縣
10503,A0501-06-006,96607.0,020,新川里,10005010,苗栗市,10005,苗栗縣
10503,A0507-02-001,40.0,006,景山里,10005070,卓蘭鎮,10005,苗栗縣
10504,A0506-15-004,10837.0,023,南港里,10005060,後龍鎮,10005,苗栗縣
10505,A0504-11-003,93462.0,023,佳興里,10005040,竹南鎮,10005,苗栗縣
10503,A0501-06-005,53803.0,022,福麗里,10005010,苗栗市,10005,苗栗縣
10501,A0501-31-009,60427.0,013,勝利里,10005010,苗栗市,10005,苗栗縣
10503,A0501-06-004,62289.0,020,新川里,10005010,苗栗市,10005,苗栗縣
10503,A0501-06-003,53318.0,021,文山里,10005010,苗栗市,10005,苗栗縣
10503,A0501-06-002,119013.0,020,新川里,10005010,苗栗市,10005,苗栗縣
10501,A0501-31-004,4573.0,006,維新里,10005010,苗栗市,10005,苗栗縣
10503,A0501-06-001,77406.0,020,新川里,10005010,苗栗市,10005,苗栗縣
10501,A0501-31-001,26245.0,006,維新里,10005010,苗栗市,10005,苗栗縣
10504,A0506-15-007,63331.0,023,南港里,10005060,後龍鎮,10005,苗栗縣
10502,A0509-06-007,11977.0,006,玉泉村,10005090,公館鄉,10005,苗栗縣
10504,A0506-15-006,50121.0,022,中和里,10005060,後龍鎮,10005,苗栗縣
10502,A0509-06-006,1922.0,005,中義村,10005090,公館鄉,10005,苗栗縣
10504,A0506-15-009,78450.0,023,南港里,10005060,後龍鎮,10005,苗栗縣
10506,A0504-03-010,92827.0,020,頂埔里,10005040,竹南鎮,10005,苗栗縣
10504,A0506-15-008,72888.0,023,南港里,10005060,後龍鎮,10005,苗栗縣
10506,A0504-03-009,90966.0,020,頂埔里,10005040,竹南鎮,10005,苗栗縣
10506,A0504-03-007,125984.0,020,頂埔里,10005040,竹南鎮,10005,苗栗縣
10506,A0504-03-008,107812.0,020,頂埔里,10005040,竹南鎮,10005,苗栗縣
10502,A6610-02-001,2955.0,025,明正里,66000100,東勢區,66000,臺中市
10502,A6610-02-003,1023.0,025,明正里,66000100,東勢區,66000,臺中市
10505,A0512-04-006,27912.0,007,明德村,10005120,頭屋鄉,10005,苗栗縣
10505,A0512-04-007,33641.0,002,象山村,10005120,頭屋鄉,10005,苗栗縣
10505,A0512-04-008,19349.0,008,鳴鳳村,10005120,頭屋鄉,10005,苗栗縣
10505,A0512-04-002,13647.0,007,明德村,10005120,頭屋鄉,10005,苗栗縣
