Ym,code1,gen,"cunli code",cunli,"area code",area,"city code",city
10512,A0401-29-011,286887.0,021,十興里,10004010,竹北市,10004,新竹縣
10512,A0401-29-010,4199.0,021,十興里,10004010,竹北市,10004,新竹縣
10507,A0404-08-006,17317.0,016,上林里,10004040,關西鎮,10004,新竹縣
10507,A0407-06-004,3003.0,007,中坑村,10004070,芎林鄉,10004,新竹縣
10507,A0404-08-007,61061.0,007,南山里,10004040,關西鎮,10004,新竹縣
10507,A0407-06-005,147431.0,006,新鳳村,10004070,芎林鄉,10004,新竹縣
10507,A0404-08-002,0.0,018,南和里,10004040,關西鎮,10004,新竹縣
10508,A0406-19-001,116227.0,015,山崎村,10004060,新豐鄉,10004,新竹縣
10508,A0406-19-002,108516.0,015,山崎村,10004060,新豐鄉,10004,新竹縣
10508,A0406-19-003,212492.0,015,山崎村,10004060,新豐鄉,10004,新竹縣
10508,A0406-19-004,101281.0,015,山崎村,10004060,新豐鄉,10004,新竹縣
10511,A0405-14-004,103220.0,008,長嶺村,10004050,湖口鄉,10004,新竹縣
10507,A0404-08-010,133.0,016,上林里,10004040,關西鎮,10004,新竹縣
10511,A0405-14-003,16257.0,005,中勢村,10004050,湖口鄉,10004,新竹縣
10511,A0405-14-002,83645.0,005,中勢村,10004050,湖口鄉,10004,新竹縣
10511,A0405-14-001,114618.0,005,中勢村,10004050,湖口鄉,10004,新竹縣
10511,A0405-14-008,224752.0,005,中勢村,10004050,湖口鄉,10004,新竹縣
10511,A0405-14-007,62967.0,008,長嶺村,10004050,湖口鄉,10004,新竹縣
10511,A0405-14-006,100913.0,008,長嶺村,10004050,湖口鄉,10004,新竹縣
10512,A0403-10-004,4836.0,003,文山里,10004030,新埔鎮,10004,新竹縣
10511,A0405-14-005,115504.0,005,中勢村,10004050,湖口鄉,10004,新竹縣
10510,A0402-24-004,142755.0,009,商華里,10004020,竹東鎮,10004,新竹縣
10510,A0402-24-005,91194.0,009,商華里,10004020,竹東鎮,10004,新竹縣
10510,A0402-24-002,159855.0,009,商華里,10004020,竹東鎮,10004,新竹縣
10510,A0402-24-003,42191.0,014,五豐里,10004020,竹東鎮,10004,新竹縣
10510,A0402-24-001,43641.0,014,五豐里,10004020,竹東鎮,10004,新竹縣
10507,A0407-06-014,181655.0,009,文林村,10004070,芎林鄉,10004,新竹縣
10512,A0403-10-003,98396.0,003,文山里,10004030,新埔鎮,10004,新竹縣
10512,A0403-10-001,315763.0,003,文山里,10004030,新埔鎮,10004,新竹縣
10507,A0407-06-010,129787.0,006,新鳳村,10004070,芎林鄉,10004,新竹縣
10510,A0402-24-008,97910.0,014,五豐里,10004020,竹東鎮,10004,新竹縣
10507,A0407-06-012,203053.0,006,新鳳村,10004070,芎林鄉,10004,新竹縣
10510,A0402-24-006,99968.0,014,五豐里,10004020,竹東鎮,10004,新竹縣
10507,A0407-06-013,130464.0,009,文林村,10004070,芎林鄉,10004,新竹縣
10510,A0402-24-007,165186.0,009,商華里,10004020,竹東鎮,10004,新竹縣
10512,A0402-31-001,149552.0,007,大鄉里,10004020,竹東鎮,10004,新竹縣
10512,A0402-31-002,66188.0,006,上■里,10004020,竹東鎮,10004,新竹縣
10510,A0403-03-001,51.0,013,南平里,10004030,新埔鎮,10004,新竹縣
10512,A0402-31-003,87747.0,006,上■里,10004020,竹東鎮,10004,新竹縣
10507,A0407-06-007,28747.0,009,文林村,10004070,芎林鄉,10004,新竹縣
10507,A0401-42-006,149.0,021,十興里,10004010,竹北市,10004,新竹縣
10507,A0407-06-008,5184.0,009,文林村,10004070,芎林鄉,10004,新竹縣
10510,A0403-03-005,19742.0,013,南平里,10004030,新埔鎮,10004,新竹縣
10508,A0401-25-003,312670.0,008,竹仁里,10004010,竹北市,10004,新竹縣
10508,A0401-25-004,258637.0,008,竹仁里,10004010,竹北市,10004,新竹縣
10508,A0401-25-001,141583.0,008,竹仁里,10004010,竹北市,10004,新竹縣
10508,A0401-25-002,110161.0,008,竹仁里,10004010,竹北市,10004,新竹縣
10510,A0405-22-009,146234.0,016,中興村,10004050,湖口鄉,10004,新竹縣
10510,A0405-22-005,0.0,011,湖鏡村,10004050,湖口鄉,10004,新竹縣
