Ym,code1,gen,"cunli code",cunli,"area code",area,"city code",city
10611,A6503-18-001,91415.0,015,福美里,65000030,中和區,65000,新北市
10611,A6503-18-002,191881.0,015,福美里,65000030,中和區,65000,新北市
10611,A6503-18-003,52588.0,015,福美里,65000030,中和區,65000,新北市
10611,A6503-18-005,37690.0,019,佳和里,65000030,中和區,65000,新北市
10611,A6503-18-006,108464.0,019,佳和里,65000030,中和區,65000,新北市
10608,A6506-83-002,92303.0,030,青潭里,65000060,新店區,65000,新北市
10610,A6503-B4-008,107099.0,030,秀景里,65000030,中和區,65000,新北市
10611,A6503-18-007,74952.0,016,福祥里,65000030,中和區,65000,新北市
10608,A6517-04-005,150604.0,001,東林村,65000170,林口區,65000,新北市
10608,A6506-83-003,57873.0,030,青潭里,65000060,新店區,65000,新北市
10610,A6503-B4-007,249627.0,030,秀景里,65000030,中和區,65000,新北市
10611,A6503-18-008,70331.0,019,佳和里,65000030,中和區,65000,新北市
10608,A6506-83-004,163651.0,030,青潭里,65000060,新店區,65000,新北市
10611,A6503-18-009,218823.0,019,佳和里,65000030,中和區,65000,新北市
10608,A6506-83-005,70134.0,030,青潭里,65000060,新店區,65000,新北市
10610,A6503-B4-004,223265.0,030,秀景里,65000030,中和區,65000,新北市
10610,A6503-B4-003,43105.0,030,秀景里,65000030,中和區,65000,新北市
10610,A6503-B4-006,76771.0,030,秀景里,65000030,中和區,65000,新北市
10610,A6503-B4-005,337032.0,030,秀景里,65000030,中和區,65000,新北市
10608,A6506-83-006,14658.0,030,青潭里,65000060,新店區,65000,新北市
10608,A6506-83-007,286876.0,030,青潭里,65000060,新店區,65000,新北市
10608,A6506-83-008,97152.0,030,青潭里,65000060,新店區,65000,新北市
10608,A6506-83-009,45572.0,030,青潭里,65000060,新店區,65000,新北市
10608,A6502-36-004,129789.0,115,永豐里,65000020,三重區,65000,新北市
10608,A6502-36-005,150652.0,115,永豐里,65000020,三重區,65000,新北市
10608,A6502-36-002,75933.0,089,永福里,65000020,三重區,65000,新北市
10608,A6502-36-003,229585.0,089,永福里,65000020,三重區,65000,新北市
10608,A6502-36-008,80260.0,115,永豐里,65000020,三重區,65000,新北市
10608,A6502-36-006,124785.0,115,永豐里,65000020,三重區,65000,新北市
10608,A6502-36-007,30926.0,115,永豐里,65000020,三重區,65000,新北市
10610,A6510-11-002,163419.0,014,忠寮里,65000100,淡水區,65000,新北市
10610,A6510-11-001,160951.0,014,忠寮里,65000100,淡水區,65000,新北市
10611,A6503-18-011,147895.0,019,佳和里,65000030,中和區,65000,新北市
10610,A6510-11-004,49331.0,013,水源里,65000100,淡水區,65000,新北市
10611,A6503-18-012,45295.0,019,佳和里,65000030,中和區,65000,新北市
10610,A6510-11-003,190542.0,013,水源里,65000100,淡水區,65000,新北市
10611,A6503-18-013,184946.0,016,福祥里,65000030,中和區,65000,新北市
10610,A6510-11-006,129062.0,013,水源里,65000100,淡水區,65000,新北市
10611,A6503-18-014,164597.0,019,佳和里,65000030,中和區,65000,新北市
10610,A6510-11-005,66031.0,013,水源里,65000100,淡水區,65000,新北市
10611,A6503-18-015,30341.0,016,福祥里,65000030,中和區,65000,新北市
10610,A6510-11-008,99698.0,015,樹興里,65000100,淡水區,65000,新北市
10610,A6510-11-007,76696.0,013,水源里,65000100,淡水區,65000,新北市
10608,A6506-83-010,27734.0,030,青潭里,65000060,新店區,65000,新北市
10608,A6506-83-011,116486.0,030,青潭里,65000060,新店區,65000,新北市
10612,A6506-87-008,218924.0,018,雙城里,65000060,新店區,65000,新北市
10612,A6506-87-007,34425.0,018,雙城里,65000060,新店區,65000,新北市
10612,A6506-87-009,13636.0,018,雙城里,65000060,新店區,65000,新北市
10612,A6506-87-004,172328.0,019,日興里,65000060,新店區,65000,新北市
10612,A6506-87-003,106077.0,019,日興里,65000060,新店區,65000,新北市
10612,A6506-87-006,102856.0,018,雙城里,65000060,新店區,65000,新北市
10612,A6506-87-005,164913.0,018,雙城里,65000060,新店區,65000,新北市
10612,A6517-08-011,82751.0,004,菁湖村,65000170,林口區,65000,新北市
10612,A6517-08-010,71355.0,004,菁湖村,65000170,林口區,65000,新北市
10611,A6517-07-001,232833.0,005,中湖村,65000170,林口區,65000,新北市
10607,A6503-B1-006,0.0,049,景福里,65000030,中和區,65000,新北市
10611,A6517-07-009,208351.0,007,湖南村,65000170,林口區,65000,新北市
10611,A6517-07-008,86113.0,007,湖南村,65000170,林口區,65000,新北市
10611,A6517-07-007,153868.0,007,湖南村,65000170,林口區,65000,新北市
10611,A6517-07-006,134892.0,007,湖南村,65000170,林口區,65000,新北市
10609,A6501-11-007,171142.0,030,純翠里,65000010,板橋區,65000,新北市
10611,A6517-07-005,84416.0,007,湖南村,65000170,林口區,65000,新北市
10611,A6517-07-004,197667.0,007,湖南村,65000170,林口區,65000,新北市
10609,A6501-11-005,485689.0,030,純翠里,65000010,板橋區,65000,新北市
10611,A6517-07-003,237498.0,007,湖南村,65000170,林口區,65000,新北市
10609,A6501-11-006,74372.0,030,純翠里,65000010,板橋區,65000,新北市
10611,A6517-07-002,235869.0,005,中湖村,65000170,林口區,65000,新北市
10608,A6516-25-001,0.0,015,貴賢村,65000160,泰山區,65000,新北市
10612,A6517-08-004,46753.0,005,中湖村,65000170,林口區,65000,新北市
10612,A6517-08-002,42315.0,005,中湖村,65000170,林口區,65000,新北市
