Ym,code1,gen,"cunli code",cunli,"area code",area,"city code",city
10501,A6715-02-009,17776,020,鹽埕村,67000150,七股區,67000,臺南市
10503,A6715-02-009,19089,020,鹽埕村,67000150,七股區,67000,臺南市
10505,A6715-02-009,19192,020,鹽埕村,67000150,七股區,67000,臺南市
10501,A6715-06-002,11124,020,鹽埕村,67000150,七股區,67000,臺南市
10503,A6715-06-002,14083,020,鹽埕村,67000150,七股區,67000,臺南市
10505,A6715-06-002,14787,020,鹽埕村,67000150,七股區,67000,臺南市
10502,A6715-06-002,40,020,鹽埕村,67000150,七股區,67000,臺南市
10504,A6715-06-002,40,020,鹽埕村,67000150,七股區,67000,臺南市
10506,A6715-06-002,40,020,鹽埕村,67000150,七股區,67000,臺南市
10501,A6716-07-001,18877,016,平沙村,67000160,將軍區,67000,臺南市
10503,A6716-07-001,14779,016,平沙村,67000160,將軍區,67000,臺南市
10505,A6716-07-001,18803,016,平沙村,67000160,將軍區,67000,臺南市
10501,A6716-07-002,40,017,鯤鯓村,67000160,將軍區,67000,臺南市
10503,A6716-07-002,40,017,鯤鯓村,67000160,將軍區,67000,臺南市
10505,A6716-07-002,40,017,鯤鯓村,67000160,將軍區,67000,臺南市
10502,A6716-07-002,202,017,鯤鯓村,67000160,將軍區,67000,臺南市
10504,A6716-07-002,223,017,鯤鯓村,67000160,將軍區,67000,臺南市
10506,A6716-07-002,306,017,鯤鯓村,67000160,將軍區,67000,臺南市
10501,A6715-02-013,49380,020,鹽埕村,67000150,七股區,67000,臺南市
10503,A6715-02-013,59223,020,鹽埕村,67000150,七股區,67000,臺南市
10505,A6715-02-013,65973,020,鹽埕村,67000150,七股區,67000,臺南市
10502,A6715-02-013,3170,020,鹽埕村,67000150,七股區,67000,臺南市
10504,A6715-02-013,3846,020,鹽埕村,67000150,七股區,67000,臺南市
10506,A6715-02-013,5092,020,鹽埕村,67000150,七股區,67000,臺南市
10501,A6716-05-010,44951,016,平沙村,67000160,將軍區,67000,臺南市
10503,A6716-05-010,44545,016,平沙村,67000160,將軍區,67000,臺南市
10505,A6716-05-010,52373,016,平沙村,67000160,將軍區,67000,臺南市
10501,A6716-03-004,38142,016,平沙村,67000160,將軍區,67000,臺南市
10503,A6716-03-004,37877,016,平沙村,67000160,將軍區,67000,臺南市
10505,A6716-03-004,44540,016,平沙村,67000160,將軍區,67000,臺南市
10501,A6716-03-001,21820,015,長沙村,67000160,將軍區,67000,臺南市
10503,A6716-03-001,23414,015,長沙村,67000160,將軍區,67000,臺南市
10505,A6716-03-001,26160,015,長沙村,67000160,將軍區,67000,臺南市
10501,A6716-02-008,33714,016,平沙村,67000160,將軍區,67000,臺南市
10503,A6716-02-008,35336,016,平沙村,67000160,將軍區,67000,臺南市
10505,A6716-02-008,39020,016,平沙村,67000160,將軍區,67000,臺南市
10501,A6716-02-006,50512,016,平沙村,67000160,將軍區,67000,臺南市
10503,A6716-02-006,51143,016,平沙村,67000160,將軍區,67000,臺南市
10505,A6716-02-006,60386,016,平沙村,67000160,將軍區,67000,臺南市
10501,A6716-02-007,20873,016,平沙村,67000160,將軍區,67000,臺南市
10503,A6716-02-007,20534,016,平沙村,67000160,將軍區,67000,臺南市
10505,A6716-02-007,25974,016,平沙村,67000160,將軍區,67000,臺南市
10501,A6716-02-002,23057,015,長沙村,67000160,將軍區,67000,臺南市
10503,A6716-02-002,25134,015,長沙村,67000160,將軍區,67000,臺南市
10505,A6716-02-002,29246,015,長沙村,67000160,將軍區,67000,臺南市
10501,A6715-06-001,5379,006,西寮村,67000150,七股區,67000,臺南市
10503,A6715-06-001,5923,006,西寮村,67000150,七股區,67000,臺南市
10505,A6715-06-001,7055,006,西寮村,67000150,七股區,67000,臺南市
10502,A6715-06-001,1678,006,西寮村,67000150,七股區,67000,臺南市
10504,A6715-06-001,1935,006,西寮村,67000150,七股區,67000,臺南市
10506,A6715-06-001,2105,006,西寮村,67000150,七股區,67000,臺南市
10501,A6716-02-001,40599,015,長沙村,67000160,將軍區,67000,臺南市
10503,A6716-02-001,42228,015,長沙村,67000160,將軍區,67000,臺南市
10505,A6716-02-001,48638,015,長沙村,67000160,將軍區,67000,臺南市
10501,A6716-02-004,15474,015,長沙村,67000160,將軍區,67000,臺南市
10503,A6716-02-004,15365,015,長沙村,67000160,將軍區,67000,臺南市
10505,A6716-02-004,16455,015,長沙村,67000160,將軍區,67000,臺南市
10501,A6715-02-006,23850,006,西寮村,67000150,七股區,67000,臺南市
10503,A6715-02-006,23618,006,西寮村,67000150,七股區,67000,臺南市
10505,A6715-02-006,25451,006,西寮村,67000150,七股區,67000,臺南市
10501,A6716-02-005,44412,016,平沙村,67000160,將軍區,67000,臺南市
10503,A6716-02-005,46275,016,平沙村,67000160,將軍區,67000,臺南市
10505,A6716-02-005,53510,016,平沙村,67000160,將軍區,67000,臺南市
10501,A6717-04-007,120,007,三光村,67000170,北門區,67000,臺南市
10503,A6717-04-007,120,007,三光村,67000170,北門區,67000,臺南市
10505,A6717-04-007,120,007,三光村,67000170,北門區,67000,臺南市
10501,A6717-06-015,151306,007,三光村,67000170,北門區,67000,臺南市
10503,A6717-06-015,151948,007,三光村,67000170,北門區,67000,臺南市
10505,A6717-06-015,156672,007,三光村,67000170,北門區,67000,臺南市
10501,A6716-02-003,32783,015,長沙村,67000160,將軍區,67000,臺南市
10503,A6716-02-003,36960,015,長沙村,67000160,將軍區,67000,臺南市
10505,A6716-02-003,39701,015,長沙村,67000160,將軍區,67000,臺南市
10501,A6715-02-003,21128,006,西寮村,67000150,七股區,67000,臺南市
10503,A6715-02-003,19224,006,西寮村,67000150,七股區,67000,臺南市
10505,A6715-02-003,21535,006,西寮村,67000150,七股區,67000,臺南市
10501,A6717-04-006,17949,011,慈安村,67000170,北門區,67000,臺南市
10503,A6717-04-006,18407,011,慈安村,67000170,北門區,67000,臺南市
10505,A6717-04-006,17754,011,慈安村,67000170,北門區,67000,臺南市
10501,A6716-05-004,77336,015,長沙村,67000160,將軍區,67000,臺南市
10503,A6716-05-004,77528,015,長沙村,67000160,將軍區,67000,臺南市
10505,A6716-05-004,86828,015,長沙村,67000160,將軍區,67000,臺南市
10501,A6717-06-006,50549,011,慈安村,67000170,北門區,67000,臺南市
10503,A6717-06-006,48874,011,慈安村,67000170,北門區,67000,臺南市
10505,A6717-06-006,52186,011,慈安村,67000170,北門區,67000,臺南市
10501,A6715-05-010,37650,009,溪南村,67000150,七股區,67000,臺南市
10503,A6715-05-010,33290,009,溪南村,67000150,七股區,67000,臺南市
10505,A6715-05-010,40258,009,溪南村,67000150,七股區,67000,臺南市
10502,A6715-05-010,6160,009,溪南村,67000150,七股區,67000,臺南市
10504,A6715-05-010,6587,009,溪南村,67000150,七股區,67000,臺南市
10506,A6715-05-010,8140,009,溪南村,67000150,七股區,67000,臺南市
10501,A6715-09-010,0,023,十份村,67000150,七股區,67000,臺南市
10502,A6715-09-010,44859,023,十份村,67000150,七股區,67000,臺南市
10504,A6715-09-010,55955,023,十份村,67000150,七股區,67000,臺南市
10506,A6715-09-010,65394,023,十份村,67000150,七股區,67000,臺南市
10501,A6715-02-011,26454,017,中寮村,67000150,七股區,67000,臺南市
10503,A6715-02-011,26068,017,中寮村,67000150,七股區,67000,臺南市
10505,A6715-02-011,27600,017,中寮村,67000150,七股區,67000,臺南市
10501,A6715-02-014,23107,017,中寮村,67000150,七股區,67000,臺南市
10503,A6715-02-014,23797,017,中寮村,67000150,七股區,67000,臺南市
10505,A6715-02-014,25890,017,中寮村,67000150,七股區,67000,臺南市
10501,A6715-02-010,28403,017,中寮村,67000150,七股區,67000,臺南市
10503,A6715-02-010,28052,017,中寮村,67000150,七股區,67000,臺南市
10505,A6715-02-010,29850,017,中寮村,67000150,七股區,67000,臺南市
10502,A6715-02-010,4413,017,中寮村,67000150,七股區,67000,臺南市
10504,A6715-02-010,5080,017,中寮村,67000150,七股區,67000,臺南市
10506,A6715-02-010,5875,017,中寮村,67000150,七股區,67000,臺南市
10501,A6717-06-002,29708,012,永華村,67000170,北門區,67000,臺南市
10503,A6717-06-002,30140,012,永華村,67000170,北門區,67000,臺南市
10505,A6717-06-002,27736,012,永華村,67000170,北門區,67000,臺南市
10501,A6715-02-012,17236,017,中寮村,67000150,七股區,67000,臺南市
10503,A6715-02-012,17355,017,中寮村,67000150,七股區,67000,臺南市
10505,A6715-02-012,20494,017,中寮村,67000150,七股區,67000,臺南市
10501,A6735-25-011,6505,031,城西里,67000350,安南區,67000,臺南市
10503,A6735-25-011,7251,031,城西里,67000350,安南區,67000,臺南市
10505,A6735-25-011,6084,031,城西里,67000350,安南區,67000,臺南市
10502,A6735-25-011,36353,031,城西里,67000350,安南區,67000,臺南市
10504,A6735-25-011,43594,031,城西里,67000350,安南區,67000,臺南市
10506,A6735-25-011,51853,031,城西里,67000350,安南區,67000,臺南市
10501,A6716-05-005,39816,014,廣山村,67000160,將軍區,67000,臺南市
10503,A6716-05-005,38751,014,廣山村,67000160,將軍區,67000,臺南市
10505,A6716-05-005,45456,014,廣山村,67000160,將軍區,67000,臺南市
10501,A6716-05-009,31347,013,玉山村,67000160,將軍區,67000,臺南市
10503,A6716-05-009,31059,013,玉山村,67000160,將軍區,67000,臺南市
10505,A6716-05-009,35839,013,玉山村,67000160,將軍區,67000,臺南市
10501,A6715-02-005,52389,005,頂山村,67000150,七股區,67000,臺南市
10503,A6715-02-005,48707,005,頂山村,67000150,七股區,67000,臺南市
10505,A6715-02-005,56876,005,頂山村,67000150,七股區,67000,臺南市
10501,A6735-59-009,90078,036,四草里,67000350,安南區,67000,臺南市
10503,A6735-59-009,88610,036,四草里,67000350,安南區,67000,臺南市
10505,A6735-59-009,105809,036,四草里,67000350,安南區,67000,臺南市
10501,A6715-02-002,12221,005,頂山村,67000150,七股區,67000,臺南市
10503,A6715-02-002,11069,005,頂山村,67000150,七股區,67000,臺南市
10505,A6715-02-002,13171,005,頂山村,67000150,七股區,67000,臺南市
10501,A6715-02-001,29029,005,頂山村,67000150,七股區,67000,臺南市
10503,A6715-02-001,29159,005,頂山村,67000150,七股區,67000,臺南市
10505,A6715-02-001,32485,005,頂山村,67000150,七股區,67000,臺南市
10501,A6717-06-014,47132,007,三光村,67000170,北門區,67000,臺南市
10503,A6717-06-014,48835,007,三光村,67000170,北門區,67000,臺南市
10505,A6717-06-014,52380,007,三光村,67000170,北門區,67000,臺南市
10501,A6717-06-009,34497,011,慈安村,67000170,北門區,67000,臺南市
10503,A6717-06-009,34903,011,慈安村,67000170,北門區,67000,臺南市
10505,A6717-06-009,33948,011,慈安村,67000170,北門區,67000,臺南市
