項次,單位代號,核准日期,預算科目/名稱,關注民代,補助縣市鄉鎮區,申請補(捐)助單位,統一編號,活動名稱,活動時間(起),活動時間(迄),活動地點,"活動總經額 (千元)","申請補助金額 (千元)","核准補助金額 (千元)",核准理由
30,75,aa,aa,aa,高雄市,高雄市永安區鹽田社區發展協會,87902836,協助高雄市永安區鹽田社區發展協會辦理參訪社區暨宣導節能減碳活動(預計活動時程:103.3.21-23),103.3.21,103.3.23,高雄市永安區,266,70,60,配合宣導電力開發，提升台電企業形象
31,75,aa,aa,aa,高雄市,社團法人高雄市湖內老人健康促進會,87881749,協助社團法人高雄市湖內老人健康促進會辦理長青槌球比賽活動(預計活動時程:103.5.24),103.5.24,103.5.24,高雄市湖內區,174,100,50,配合宣導電力開發，提昇文教品質
32,75,aa,aa,aa,高雄市,高雄市彌陀區過港社區發展協會,78935815,協助高雄市彌陀區過港社區發展協會辦理安樂宮甲午年進香大典暨民俗慶典技藝文化活動(預計活動時程:103.4.19-21),103.4.19,103.4.21,高雄市彌陀區,1350,1000,100,配合宣導電力開發，維護傳統習俗
33,75,aa,aa,aa,高雄市,高雄市永安區永安國民小學,aa,協助高雄市永安區永安國民小學辦理103年度校慶運動會活動(預計活動時程:103.4.25-26),103.4.25,103.4.26,高雄市永安區,293,50,30,配合宣導電力開發，提昇文教品質
34,75,aa,aa,aa,高雄市,中國松柏長青福利服務協會,17034927,協助中國松柏長青福利服務協會辦理103年度參觀電力建設活動(預計活動時程:103.5.25-26),103.5.25,103.5.26,高雄市茄萣區,125,50,35,配合宣導電力開發，提升台電企業形象
35,75,aa,aa,aa,高雄市,高雄市路竹婦幼協會,62941621,協助高雄市路竹婦幼協會辦理地方民俗文化活動(預計活動時程:103.4.2),103.4.2,103.4.2,高雄市路竹區,650,200,80,配合宣導電力開發，維護傳統習俗
36,75,aa,aa,aa,高雄市,高雄市永安老人健康促進會,62980118,協助高雄市永安老人健康促進會辦理參訪績優長壽會暨節能減碳宣導活動(預計活動時程:103.3.30-4.1),103.3.30,103.4.1,高雄市永安區,309,70,50,配合宣導電力開發，提升台電企業形象
37,75,aa,aa,aa,高雄市,高雄市立茄萣國民中學,aa,協助高雄市立茄萣國民中學辦理102學年度校慶系列暨能源宣導活動(預計活動時程:103.3.28-4.4),103.3.28,103.4.4,高雄市茄萣區,237,50,30,配合宣導電力開發，提昇文教品質
38,75,aa,aa,aa,高雄市,高雄市湖內人文發展協會,26464031,協助高雄市湖內人文發展協會辦理節約能源宣導暨文化創意-湖內特色油畫展示(預計活動時程:103.4.19-26),103.4.19,103.4.26,高雄市湖內區,179,150,80,配合宣導電力開發，提昇文教品質
39,75,aa,aa,aa,高雄市,社團法人高雄市彌陀文安長壽協會,74824057,協助社團法人高雄市彌陀文安長壽協會辦理103年度會員參加地方產業文化交流活動(預計活動時程:103.3.28-30),103.3.28,103.3.30,高雄市彌陀,454,200,45,配合宣導電力開發，提升台電企業形象
40,75,aa,aa,aa,高雄市,高雄市茄萣社服協會,36643528,協助高雄市茄萣社服協會辦理會員參觀國家電力建設暨節約能源宣導活動(預計活動時程:103.4.27-28),103.4.27,103.4.28,高雄市茄萣區,263,100,50,配合宣導電力開發，提升台電企業形象
41,75,aa,aa,aa,新北市,新北市三芝區農會,37005105,協助新北市三芝區農會辦理103年度辦理地方特產茭白筍產銷班員區外研習暨參訪電力設施活動計畫書(預計施行時程:103.3-8月),103.03.01,103.08.31,高雄市、雲林縣,358,80,80,促進電力開發，增進產業發展
42,75,aa,aa,aa,新北市,新北市石門區公所,aa,協助新北市石門區公所辦理協助各里辦公處103年媽祖遶境祭典活動(預計活動時程:103.4.22-8.31),103.04.22,103.08.31,新北市石門區,270,270,270,配合宣導電力開發，維護傳統習俗
43,75,aa,aa,aa,新北市,新北市石門區公所,aa,協助新北市石門區公所辦理103年中元普渡祭典活動(預計活動時程:103.8),103.08.01,103.08.31,新北市石門區,550,300,300,配合宣導電力開發，維護傳統習俗
44,75,aa,aa,aa,新北市,新北市金山區五南社區發展協會,66954610,協助新北市金山區五南社區發展協會辦理103年度績優社區觀摩研習活動(預計活動時程:103.4.1-6.30),103.04.01,103.06.30,屏東縣琉球鄉,545,80,80,配合宣導電力開發，提升台電企業形象
45,75,aa,aa,aa,新北市,新北市健康育樂推廣協會,31783437,協助新北市健康育樂推廣協會辦理關懷弱勢、愛心慈善慰問暨社會福利宣導、戶外休閒安全防護講習暨社福與核安宣導活動(預計活動時程:103.4-5月),103.04.01,103.05.31,高雄市,538,120,120,配合宣導電力開發，提升台電企業形象
46,75,aa,aa,aa,新北市,新北市金山區老人會,2254205,協助新北市金山區老人會辦理會員教育研習暨節能減碳宣導活動(預計活動時程:103.4.5月),103.04.01,103.05.31,桃園縣、苗栗縣,601,120,120,配合宣導電力開發，提升台電企業形象
47,75,aa,aa,aa,新北市,新北市金山區早覺會,8655847,協助新北市金山區早覺會辦理健康活力全民健行活動(預計活動時程:103.4),103.04.01,103.04.30,新北市金山區,311,120,120,配合宣導電力開發，提昇文教品質
48,75,aa,aa,aa,新北市,新北市金山區中角國民小學,aa,協助新北市金山區中角國民小學辦理創校60週年-三代同校家庭表揚暨傑出校友表揚(預計活動時程:103.4月),103.04.01,103.04.30,新北市金山區,142,80,80,配合宣導電力開發，提昇文教品質
49,75,aa,aa,aa,新北市,新北市萬里區漁會,37161409,協助新北市萬里區漁會辦理103年漁村生活改善教育觀摩外縣市地方建設活動(預計活動時程:103.5.1-31),103.05.01,103.05.31,台中市,602,270,270,促進電力開發，增進產業發展
50,75,aa,aa,aa,新北市,新北市萬里區野柳社區發展協會,94995917,協助新北市萬里區野柳社區發展協會辦理103年度會員教育訓練及社區觀摩活動(預計活動時程:103.5.19-21),103.05.19,103.05.21,台中市,472,160,160,配合宣導電力開發，提升台電企業形象
51,75,aa,aa,aa,新北市,新北市金山區公所,aa,協助新北市金山區公所辦理新北市金山區103年度藝文展演活動(預計活動時程:103.4-11月),103.04.01,103.11.30,新北市金山區,660,100,100,配合宣導電力開發，提昇文教品質
52,75,aa,aa,aa,新北市,新北市金山區公所,aa,協助新北市金山區公所辦理新北市金山區各里聯合慶祝103年度九九重陽敬老活動(預計活動時程:103.9-10月),103.09.01,103.10.31,新北市金山區,1100,200,200,配合宣導電力開發，維護傳統習俗
53,75,aa,aa,aa,新北市,新北市金山區公所,aa,協助新北市金山區公所辦理新北市金山區生命守護天使，樂活100活動(預計活動時程:103.12),103.12.01,103.12.31,新北市金山區,750,270,270,配合宣導電力開發，提升台電企業形象
54,75,aa,aa,aa,新北市,新北市萬里區公所,aa,協助新北市萬里區公所辦理103年度新北市萬里區區民生活扶助,aa,aa,新北市萬里區,21397,21397,21397,配合宣導電力開發，提升台電企業形象
55,75,aa,aa,aa,屏東縣,屏東縣滿州鄉公所,91607603,協助屏東縣滿州鄉公所辦理2014滿洲飛魚季觀光活動計畫(預計活動時程:103.5.3),103.5.3,103.5.3,屏東縣滿州鄉,2300,300,80,促進電力開發，增進產業發展
56,75,aa,aa,aa,基隆市,基隆市外木山民俗文化觀光協會,37959762,協助基隆市外木山民俗文化觀光協會辦理協安宮會員大會暨祭祀祈福活動(預計活動時程:103.3.2-14),103.3.2,103.3.14,基隆市中山區,110,50,50,配合宣導電力開發，維護傳統習俗
57,75,aa,aa,aa,基隆市,協和發電廠,aa,協助協和發電廠辦理103年青少年水上安全夏令營(預計主動關懷弱勢活動時程:103.7.1-31),103.7.1,103.7.31,基隆市中山區,465,300,300,配合宣導電力開發，提昇文教品質
58,75,aa,aa,aa,苗栗縣,苗栗縣苑裡鎮田心美食推展協會,26950716,協助苗栗縣苑裡鎮田心美食推展協會辦理103年烹飪教室研習暨參觀火力發電廠活動(預計活動時程:103.3.8-9),103.3.8,103.3.9,苗栗縣苑裡鎮,149,70,40,配合宣導電力開發，提昇文教品質
59,75,aa,aa,aa,苗栗縣,苗栗縣通霄鎮通西社區發展協會,78547688,協助苗栗縣通霄鎮通西社區發展協會辦理媽媽教室103年度第一期土風舞班研習活動(預計活動時程:103.3.3-5.31),103.3.3,103.5.31,苗栗縣通霄鎮,188,100,40,配合宣導電力開發，提昇文教品質
60,75,aa,aa,aa,苗栗縣,苗栗縣苑裡鎮社苓社區發展協會,19305018,協助苗栗縣苑裡鎮社苓社區發展協會辦理103年度富麗農村計劃工作研習活動(預計活動時程:103.3.23-24),103.3.23,103.3.24,苗栗縣苑裡鎮,374,187,30,配合宣導電力開發，提升台電企業形象
61,75,aa,aa,aa,苗栗縣,苗栗縣通霄鎮坪頂社區發展協會,66843283,協助苗栗縣通霄鎮坪頂社區發展協會辦理新年新氣象，打造社區環境新風貌暨節能減碳宣導之活動(預計活動時程:103.3.23),103.3.23,103.3.23,苗栗縣通霄鎮,61,50,35,配合宣導電力開發，增進環保意識並提升台電企業形象
62,75,aa,aa,aa,苗栗縣,苗栗縣鄉土關愛協會,10934297,協助苗栗縣鄉土關愛協會辦理2014慈后媽祖文化節暨社區環保節能減碳活動(預計活動時程:103.3.29、30),103.3.29,103.3.30,苗栗縣通霄鎮,861,600,50,配合宣導電力開發，提升台電企業形象
63,75,aa,aa,aa,苗栗縣,苗栗縣苑裡鎮體育會,19267865,協助苗栗縣苑裡鎮體育會辦理103年縣長盃躲避球錦標賽(預計活動時程:103.3.13-15),103.3.13,103.3.15,苗栗縣苑裡鎮,157,60,30,配合宣導電力開發，提昇文教品質
64,75,aa,aa,aa,苗栗縣,苗栗縣通霄鎮四庄媽祖民俗文化協會,45602392,協助苗栗縣通霄鎮四庄媽祖民俗文化協會辦理苗栗宗教觀光巡禮四庄媽遶境(預計活動時程:103.3.29-30),103.3.29,103.3.30,苗栗縣通霄鎮,1446,200,80,配合宣導電力開發，維護傳統習俗
65,75,aa,aa,aa,苗栗縣,苗栗縣慈祥佛舞文化協會,25326692,協助苗栗縣慈祥佛舞文化協會辦理恭祝觀世音佛祖佛誕千秋活動(預計活動時程:103.3.16),103.3.16,103.3.16,苗栗縣苑裡鎮,181,50,30,配合宣導電力開發，維護傳統習俗
66,75,aa,aa,aa,苗栗縣,苗栗縣通霄鎮通東社區發展協會,66845418,協助苗栗縣通霄鎮通東社區發展協會辦理103年度社區活力有氧健康操暨節能減碳宣導活動(預計活動時程:103.4.27),103.4.27,103.4.27,苗栗縣通霄鎮,175,50,30,配合宣導電力開發，提昇文教品質
67,75,aa,aa,aa,苗栗縣,苗栗縣愛舞者藝文推展協會,25334460,"協助苗栗縣愛舞者藝文推展協會辦理厝邊隔壁相招來運動 社區親子趣味競賽暨節能減碳支持電力建設宣導活動(預計活動時程:103.4.27)",103.4.27,103.4.27,苗栗縣通霄鎮,185,50,25,配合宣導電力開發，提昇文教品質
68,75,aa,aa,aa,苗栗縣,苗栗縣通霄五福庄媽祖文化協會,10903631,協助苗栗縣通霄五福庄媽祖文化協會辦理103年五福天上聖母祈福文化活動實施計畫書(預計活動時程:103.4.19-20),103.4.19,103.4.20,苗栗縣通霄鎮,299,30,30,配合宣導電力開發，維護傳統習俗
69,75,aa,aa,aa,苗栗縣,苗栗縣恆山福德客家文化推展協會,25458503,協助苗栗縣恆山福德客家文化推展協會辦理「2014蕉埔賞花聞香、客庄相迎」第四屆柚花季暨節能減碳親子健行活動(預計活動時程:103.4.20),103.4.20,103.4.20,苗栗縣苑裡鎮,430,50,40,配合宣導電力開發，提昇文教品質
70,75,aa,aa,aa,苗栗縣,苗栗縣通霄鎮烏眉社區發展協會,66843241,協助苗栗縣通霄鎮烏眉社區發展協會辦理103年度社區媽祖文化活動(預計活動時程:103.3.22),103.3.22,103.3.22,苗栗縣通霄鎮,174,70,35,配合宣導電力開發，維護傳統習俗
71,75,aa,aa,aa,苗栗縣,苗栗縣苑裡救援協會,10919562,協助苗栗縣苑裡救援協會辦理103年歌謠班研習活動(預計活動時程:103.3.29-9.28),103.3.29,103.9.28,苗栗縣苑裡鎮,116,30,25,配合宣導電力開發，提昇文教品質
72,75,aa,aa,aa,苗栗縣,苗栗縣蓬山文教協會,14290515,協助苗栗縣蓬山文教協會辦理苑裡藺編詩歌吟唱演奏研習暨發表會(預計活動時程:103.4.12-6.8),103.4.12,103.6.8,苗栗縣苑裡鎮,240,180,50,配合宣導電力開發，提昇文教品質
73,75,aa,aa,aa,苗栗縣,苗栗縣通霄鎮公所,aa,協助通霄鎮公所辦理2014白沙屯媽祖進香遶境祈福晚會(預計活動時程:103.3.20),103.3.20,103.3.20,苗栗縣通霄鎮,960,560,500,配合宣導電力開發，維護傳統習俗
74,75,aa,aa,aa,苗栗縣,苗栗縣通霄鎮農會,49275005,協助苗栗縣通霄鎮農會辦理103年度1、2期水旱田及各種農作物化學肥料補助計畫(預計施行時程:103.1.20-11.30),103.1.20,103.11.30,苗栗縣通霄鎮,12341,960,700,促進電力開發，增進產業發展
75,75,aa,aa,aa,苗栗縣,苗栗縣苑裡鎮農會,45387561,協助苗栗縣苑裡鎮農會辦理103年度辦理1、2期水稻及各種農作物化學肥料補助計畫(預計活動時程:103.3.1-12.31),103.3.1,103.12.31,苗栗縣苑裡鎮,13094,1020,600,促進電力開發，增進產業發展
76,75,aa,aa,aa,臺中市,臺中市菩提苑共修關懷慈善會,20400623,協助臺中市菩提苑共修關懷慈善會辦理清明報恩祈福消災地藏法會暨宣導支持台電公司電力建設活動(預計活動時程:103.3.15-16),103.3.15,103.3.16,台中市,1286,300,180,配合宣導電力開發，維護傳統習俗
77,75,aa,aa,aa,臺中市,臺中市龍井區公所,aa,協助臺中市龍井區公所辦理忠和里守望相助隊103年春季觀摩及教育訓練暨節約用電安全宣導及推廣乾淨能源政策宣導活動(預計活動時程:103.4.11-13),103.4.11,103.4.13,台中市,780,100,70,配合宣導電力開發，提升台電企業形象
78,75,aa,aa,aa,臺中市,臺中市龍井區麗水社區發展協會,14929373,協助臺中市龍井區麗水社區發展協會辦理麗水社區長壽俱樂部文化觀摩暨支持節約能源政策宣導活動(預計活動時程:103.4.15-17),103.4.15,103.4.17,台中市,712,400,270,配合宣導電力開發，提升台電企業形象
79,75,aa,aa,aa,桃園縣,桃園縣新屋鄉公所,aa,協助桃園縣新屋鄉公所辦理103年度村、鄰長環境教育研習觀摩活動(預計活動時程:103.4-5月),1900/4/12,103.5,台灣北部,980,100,70,配合宣導電力開發，提升台電企業形象
80,75,aa,aa,aa,桃園縣,桃園縣觀音鄉婦女會,10628683,協助桃園縣觀音鄉婦女會辦理慶祝婦幼節暨節約用電宣導研習營活動(預計活動時程:103.3.29),103.3.29,103.3.29,苗栗縣,489,244,100,配合宣導電力開發，維護傳統習俗
81,75,aa,aa,aa,桃園縣,桃園縣觀音鄉社區婦女協會,13987634,協助桃園縣觀音鄉社區婦女協會辦理觀摩研習暨支持宣導開發電源節能減碳活動(預計活動時程:103.3.30),103.3.30,103.3.30,新北市,640,150,100,配合宣導電力開發，提升台電企業形象
82,75,aa,aa,廖正井立委,桃園縣,桃園縣觀音鄉伍宏老人會,99781294,協助桃園縣觀音鄉伍宏老人會辦理103年度春季藝文研習聯誼暨用電安全及節約用水宣導活動(預計活動時程:103.3.16-18),103.3.16,103.3.18,台南、高雄、屏東,846,150,50,配合宣導電力開發，提升台電企業形象
83,75,aa,aa,aa,桃園縣,桃園縣新屋鄉公所,aa,協助桃園縣新屋鄉公所辦理2014年『大手牽小手』婦幼親子嘉年華會暨客家文化推廣活動(預計活動時程:103.4.6),103.4.6,103.4.6,桃園縣新屋鄉,628,95,80,配合宣導電力開發，提昇文教品質
84,75,aa,aa,aa,桃園縣,桃園縣觀音鄉松柏會,10515219,協助桃園縣觀音鄉松柏會辦理103年度會員春季戶外觀摩教學暨社會福利節能減碳用電安全宣導活動(預計活動時程:103.4.24-29),103.4.24,103.4.29,嘉義縣、南投縣,1288,400,100,配合宣導電力開發，提升台電企業形象
85,75,aa,aa,aa,桃園縣,桃園縣觀音鄉長青會,19469428,協助桃園縣觀音鄉長青會辦理103年度春季節約能源宣導暨參訪研習活動(預計活動時程:103.4.30-5.9),103.4.30,103.5.9,台中、台南、高雄,805,200,80,配合宣導電力開發，提升台電企業形象
86,75,aa,aa,aa,澎湖縣,澎湖縣湖西鄉公所,aa,協助澎湖縣湖西鄉公所辦理103年度湖西風茹文化愛樂季(預計活動時程:103.8.2),103.8.2,103.8.2,澎胡縣湖西鄉,600,100,80,促進電力開發，增進產業發展
