65000020-014,光陽里,三重區,新北市,0,1610397,0,1433300,0,1592955,0,2422745,0,3157691,0,1780167,0,1560344,0,1559795,0,1575147,0,2928777,0,2938685,0,1800179,0,1503062
65000020-035,光榮里,三重區,新北市,534904,7840,474274,0,468223,0,551366,0,754285,0,769857,0,483791,0,419078,0,449569,0,544814,0,908773,0,683960,0,471485,0
65000020-036,光輝里,三重區,新北市,461298,0,401807,0,399887,0,494478,0,666546,421,724503,0,465364,0,392195,0,426661,166,524623,0,854211,0,643374,70,448141,0
65000020-022,同安里,三重區,新北市,5126,360337,4464,303501,3929,373701,5085,488931,6392,627790,6802,382429,4522,346786,3862,334187,4537,365143,4395,629126,8014,582517,5945,375155,3929,363608
65000020-023,同慶里,三重區,新北市,477645,0,435664,0,415236,0,496683,0,681850,0,777285,0,452436,462,397310,0,424410,0,495339,0,885786,40,663675,119,440747,172
65000020-075,安慶里,三重區,新北市,596897,10082,562104,11156,563965,10135,749227,15848,1052880,23602,881376,14598,566969,9758,559943,9536,530588,9868,904154,17732,1163771,20266,711380,14069,570879,10231
65000020-007,成功里,三重區,新北市,3000,1910019,2920,1674417,3040,1828340,3040,2745706,3000,3621912,2880,2076382,3080,1756423,3080,1763072,3440,1796604,3560,3361833,3880,3247925,3760,2052527,3920,1771032
65000020-050,自強里,三重區,新北市,568948,60916,532829,65754,538404,61109,721058,92328,987589,128245,835148,84781,544947,66166,528807,64704,506735,65599,852280,111282,1093918,129127,675880,80085,537687,60128
65000020-070,秀江里,三重區,新北市,361352,0,342885,0,344447,0,436354,0,592015,0,560075,0,346399,0,319701,0,344022,0,496481,0,707140,0,458115,0,346571,0
65000020-004,谷王里,三重區,新北市,271381,19680,252840,19200,256256,22880,325756,25600,430153,19600,365722,15120,255454,13680,268176,0,223134,0,359776,176,455794,1,300582,0,247318,0
65000020-085,尚德里,三重區,新北市,821421,784,823894,697,763084,785,1057733,945,1473853,1196,1250327,837,801197,804,819582,740,764167,832,1224255,978,1623823,1575,1054747,1129,814950,865
65000020-076,幸福里,三重區,新北市,508781,791098,470458,873403,445758,816850,567323,1180877,772071,1594206,825522,1045247,483597,830260,449985,787051,478590,821233,573089,1413631,934775,1567713,731538,1011596,485772,771211
65000020-033,忠孝里,三重區,新北市,411621,97268,360842,106001,356232,101788,442125,148621,598818,195327,668993,118189,405157,102655,347211,100311,368479,94871,449761,171157,766514,188427,571732,115139,382915,91595
65000020-080,承德里,三重區,新北市,515854,5472,499691,5290,493578,6399,621906,5075,866308,4886,746554,4965,511509,4858,470256,5095,493255,6688,707796,6888,966942,5716,614717,6509,489660,6374
65000020-061,長元里,三重區,新北市,717893,0,646423,0,635926,0,792579,0,1134899,0,1076809,0,677603,0,617076,0,652602,0,861661,0,1346264,0,929428,0,658308,0
65000020-058,長生里,三重區,新北市,290460,1440,253973,1080,258096,1720,334818,3040,466121,3800,449568,3000,275094,2120,241222,1480,256808,1800,350583,3080,543614,3880,379194,2720,259540,1640
65000020-056,長安里,三重區,新北市,608272,3394,577494,2675,542894,2542,738425,3248,1047324,3178,924591,2723,583817,3527,553710,3204,540929,2538,822515,2690,1180560,3299,812965,3848,557984,3044
65000020-062,長江里,三重區,新北市,531983,8850,489946,6817,469151,9399,573763,12316,842521,12543,784162,10490,496241,9857,455001,6517,486105,7922,630808,11405,1015709,15409,695115,10892,494574,6040
65000020-063,長泰里,三重區,新北市,615939,0,575294,97,584436,214,709491,227,1036601,405,966869,155,596422,157,544421,0,580506,0,847367,0,1204411,0,791436,0,597164,0
65000020-064,長福里,三重區,新北市,416280,320,401173,200,391507,600,469086,1711,704473,1440,668470,3760,412769,1880,375231,160,396736,30,562054,858,815553,0,544049,175,418148,0
65000020-074,信安里,三重區,新北市,644519,0,609601,0,595449,0,811814,0,1156253,0,936876,0,595015,0,606395,0,578718,0,939812,0,1211916,0,771392,0,601347,0
65000020-083,厚德里,三重區,新北市,950174,6950,908451,6716,845200,7631,1158767,8037,1691578,10125,1442391,72,848337,80,919833,120,874128,76,1397631,76,1862531,77,1140639,79,913410,72
65000020-071,奕壽里,三重區,新北市,632534,21968,619442,19807,597374,25513,796017,38176,1064625,43590,975947,25782,623562,17739,581613,16101,580070,18968,894146,31880,1225106,26580,812955,18007,603547,9576
65000020-012,重明里,三重區,新北市,19912,931728,15982,830072,15797,908615,13822,1408939,15486,1864532,19507,992516,16975,892570,18180,887870,17823,859726,16433,1697665,10695,1698469,10936,994567,12229,863082
65000020-044,重陽里,三重區,新北市,936485,106523,888182,104603,809596,108608,1037127,165149,1484905,214462,1525271,121530,880297,105262,826766,103977,848341,99657,1063720,187805,1828341,194567,1363047,119059,871126,101001
65000020-046,重新里,三重區,新北市,465220,96476,416003,86100,411377,97892,517480,149215,687869,190305,704810,112452,427158,98900,384448,94399,401977,100123,522385,178407,796128,179518,570317,112009,412182,88269
65000020-043,國隆里,三重區,新北市,678468,3236,613363,3558,599055,2252,716670,0,1072355,0,1096893,0,630793,0,575894,0,616903,0,792308,0,1300972,0,906475,0,620403,0
65000020-082,崇德里,三重區,新北市,1027356,2395,1055970,2414,977972,3692,1307344,5340,1832664,5892,1547090,3630,1040537,2769,1005266,2187,968206,3366,1508763,3792,2064197,3406,1348595,1882,1031044,946
65000020-039,清和里,三重區,新北市,1277308,23160,1175742,18763,1096382,12680,1350040,16840,1970928,17760,2053477,14200,1202171,11440,1080171,9040,1133425,10800,1371211,15080,2445097,19480,1825820,15400,1165833,12320
65000020-003,頂崁里,三重區,新北市,739340,195334,684763,166788,684096,183573,892228,281536,1179467,368964,1074102,218551,693221,186724,713089,173873,711676,182864,1040334,320274,1299463,350004,878002,213611,727352,168758
65000020-110,博愛里,三重區,新北市,581,992186,503,854065,618,888190,709,1409571,934,1881408,731,1098857,571,950221,533,884638,514,916182,788,1685189,890,1748510,660,1088618,572,852175
65000020-105,富貴里,三重區,新北市,17854,2268353,15514,1889331,15870,2233459,13362,3030962,14943,3888343,13083,2207988,10694,2078185,9335,2030193,9913,2042164,12300,3708659,15120,3448222,11569,2166116,10273,2075532
65000020-107,富福里,三重區,新北市,2469,396748,2265,391905,2459,448087,16060,759000,3757,945291,4031,560091,2404,499344,2047,463543,2331,492950,2473,915033,3856,889674,2807,571309,2344,483052
65000020-024,菜寮里,三重區,新北市,6994,539852,5616,518904,0,571600,0,854857,0,1057848,0,594423,0,510128,0,532617,137,566225,0,1006513,0,947423,0,581342,0,548864
65000020-059,開元里,三重區,新北市,345128,11,318204,0,304345,0,378618,0,525316,0,535046,0,321201,0,294230,0,311492,0,397906,0,633045,0,433721,0,311480,0
65000020-079,順德里,三重區,新北市,534807,28581,506892,20918,510447,23086,663468,28097,953491,35975,813968,21369,534621,21098,492552,21255,519796,19569,787512,32478,1086339,28662,689746,17494,526256,20605
65000020-102,慈化里,三重區,新北市,4800,631193,4000,559457,4520,611446,6760,954532,9520,1271704,7920,731600,5680,625955,4600,582085,4480,614370,7080,1098201,8360,1149364,6400,717326,5000,563240
65000020-099,慈生里,三重區,新北市,226,617032,230,603729,222,605132,255,888125,249,1178630,243,702464,252,611859,250,597249,244,563477,253,1035129,257,1135912,236,700723,239,570950
65000020-103,慈祐里,三重區,新北市,10520,1252212,9210,1108135,9557,1196920,10967,1800950,14055,2315402,14957,1338253,7147,1228481,6623,1157943,2434,1175814,2333,2113024,2342,2102176,1993,1334654,0,1131131
65000020-098,慈福里,三重區,新北市,7137,590439,5568,562292,6770,578121,6795,856681,7839,1129358,8645,664790,6522,575303,6091,556860,5639,539547,5620,990189,6313,1078638,5787,657715,5243,529718
65000020-093,溪美里,三重區,新北市,26995,2075156,25185,1776772,22966,1897443,27573,3023819,33784,4012463,26418,2266077,21121,1985594,19889,1869834,18408,1933276,24018,3624601,30902,3600278,21158,2274028,16119,1795544
65000020-081,瑞德里,三重區,新北市,610276,0,601195,0,580161,0,763652,0,1093692,0,924470,0,609194,0,570920,0,581125,0,880469,0,1226318,0,782729,0,605037,0
65000020-066,萬壽里,三重區,新北市,495719,0,473879,0,460754,0,563482,0,843982,0,789547,0,477130,0,451691,0,474815,0,673418,0,963159,0,632081,78,474950,0
65000020-010,過田里,三重區,新北市,6263,1679258,6763,1457818,6205,1609062,7221,2445817,7975,3108239,8411,1739809,5618,1591458,5903,1556864,5930,1501166,6296,2849334,6769,2810861,6718,1809198,2059,1444860
65000020-108,碧華里,三重區,新北市,83790,2469910,85572,2072746,78137,2301287,100925,3220720,132146,4169799,110882,2413462,79748,2261417,80148,2176051,68774,2206584,100485,3826596,129672,3787591,91899,2343060,61657,2213318
65000020-009,福民里,三重區,新北市,11727,830379,13665,738412,9531,888383,12178,1227717,14391,1616985,15645,953684,12178,798165,11283,766705,9788,848677,9878,1570069,12027,1428024,4391,942883,2098,843557
65000020-073,福安里,三重區,新北市,892223,4500,852664,4346,850646,5818,1144715,6931,1623595,6861,1299030,6015,870087,4518,856418,5007,808109,5133,1360429,6295,1731630,6872,1080473,0,868750,0
65000020-038,福利里,三重區,新北市,626105,179,610695,0,530571,0,657375,0,946706,711,978606,654,590543,1842,583158,2544,582520,7408,703577,8385,1214177,4736,923978,0,582135,0
65000020-037,福星里,三重區,新北市,284567,0,258150,0,239012,0,309568,0,435224,0,438772,0,263798,0,240959,0,240615,0,308326,0,523568,0,387979,0,243787,0
65000020-008,福祉里,三重區,新北市,9757,1559621,6741,1378428,7867,1551531,9840,2356252,12325,3002281,17208,1770636,4744,1468855,725,1431288,535,1523065,795,2697501,2063,2705935,109,1723019,38,1383680
65000020-094,福隆里,三重區,新北市,49085,1306939,34172,1397573,39682,1365558,47905,1944491,53646,2592791,57777,1597132,37336,1388361,36746,1367520,41730,1281456,35190,2263266,13069,2448584,0,1502329,0,1256842
65000020-111,福德里,三重區,新北市,7502,1153118,5132,1015259,4543,1129571,5731,1680721,8566,2159980,5066,1261050,2005,1103982,1963,1037014,2064,1111841,2753,1984985,5491,1954012,3459,1247529,1741,1040593
65000020-117,福樂里,三重區,新北市,2506,940593,2104,904052,2257,921477,2262,1380094,2064,1831515,6511,1081064,4727,940047,4562,905079,4966,890527,3953,1640211,317,1757283,308,1080304,314,876084
65000020-084,維德里,三重區,新北市,666852,0,711094,0,647961,0,892715,0,1273812,0,1077276,0,716356,0,705968,0,660999,0,1061732,0,1450024,0,949555,0,691983,0
65000020-006,德厚里,三重區,新北市,146788,0,140788,0,145023,0,168751,0,219253,0,197749,0,148446,0,150293,0,139954,0,198604,0,228962,0,159155,0,143406,0
65000020-055,錦安里,三重區,新北市,543976,386,509858,0,481948,0,642005,0,908231,0,855729,0,526175,0,487626,0,483873,0,694267,0,1064949,0,745092,0,484593,0
65000020-067,錦江里,三重區,新北市,504755,0,470484,0,475235,0,584369,0,856732,0,805053,0,492081,0,443989,0,477667,0,710680,0,1009921,0,663185,0,493267,0
65000020-054,錦通里,三重區,新北市,464025,3805,419502,3886,407523,3343,543494,3416,750531,2715,707897,2405,443895,3797,404277,4123,403452,5068,567434,2703,865315,3039,616462,3845,416109,4575
65000020-069,龍門里,三重區,新北市,574484,3669,536759,3364,545892,5532,704707,6488,934675,6642,884805,6239,560849,6014,507885,3288,544307,4713,794244,6205,1101359,0,711675,0,538245,0
65000020-068,龍濱里,三重區,新北市,824750,3255,782534,3147,776796,3146,982115,2300,1380799,2564,1295520,2909,804183,3294,742182,3324,788201,3230,1149370,2633,1639751,2689,1046153,3051,798094,3446
65000020-053,雙園里,三重區,新北市,349953,1347,336719,1345,326887,1633,457813,0,644583,0,497565,0,346201,0,333132,0,329807,0,543347,0,664349,0,429757,0,327030,0
65000090-026,二鬮里,三峽區,新北市,9365,954858,9142,795436,8902,732348,8866,989962,10854,1200212,12120,839009,9263,862852,9374,839167,9017,748794,8867,1106834,9640,1164617,8800,872070,6269,777147
65000090-003,八張里,三峽區,新北市,2681,964589,2654,817346,2494,795274,2980,1116949,3592,1393735,3483,916701,2816,886008,2691,834615,2880,806033,4129,1295061,4090,1254367,3267,920392,3033,803044
65000090-001,三峽里,三峽區,新北市,345115,80671,339545,73173,316854,75255,397838,94832,482368,98861,425480,72606,319453,70017,320547,65340,311473,63876,435895,91826,529038,92963,388187,73587,331901,67806
65000090-010,大埔里,三峽區,新北市,5600,1008751,1600,951754,1160,869504,5187,1192840,6204,1468323,6720,1021136,200,982859,200,976138,661,865255,200,1331615,925,1435863,200,1033084,511,908725
65000090-025,中正里,三峽區,新北市,0,1293880,0,1128484,0,1243834,53,1649885,0,2014496,0,1285000,0,1191885,0,1203124,0,1178135,0,1929350,0,1817035,0,1259910,0,1239439
65000090-004,中埔里,三峽區,新北市,0,499803,0,424737,0,418721,0,597873,0,739671,0,484565,0,468671,0,441275,146,426038,0,668695,0,690251,0,503607,0,430895
65000090-014,五寮里,三峽區,新北市,3878,201312,3409,218788,3393,194093,4029,232029,4702,254937,4338,211264,3523,206261,4135,197363,3223,187473,4253,245431,4902,245998,4064,216643,3411,185335
65000090-023,介壽里,三峽區,新北市,51295,1523372,52427,1350919,49685,1431122,62254,1899576,72333,2348635,76849,1536226,52675,1448643,50142,1430166,48915,1425636,43170,2268433,60335,2170233,45665,1471600,32878,1475331
65000090-005,弘道里,三峽區,新北市,0,277309,0,234314,0,221382,0,300411,0,352427,0,254748,0,257135,0,245698,0,231625,0,326618,0,347870,0,258825,0,233037
65000090-006,永舘里,三峽區,新北市,2127753,2583,2244056,2184,1951240,1407,2504719,1870,3370393,2056,2854799,1263,2081443,1270,2126503,489,1943770,1029,2852318,3682,3630306,2750,2556437,1811,2060142,585
65000090-021,安坑里,三峽區,新北市,405859,0,388977,0,375216,0,388679,0,420180,0,459092,0,385649,0,366510,0,376963,0,396841,0,500624,0,434863,0,382776,0
65000090-024,安溪里,三峽區,新北市,4529,1739887,3879,1509579,3639,1593082,3948,2273457,4643,2849137,5228,1780081,3946,1600556,3507,1578539,3829,1565174,3970,2596516,4133,2582961,2944,1780024,2948,1518844
65000090-020,成福里,三峽區,新北市,235300,0,241689,0,212530,0,238761,0,281001,0,295910,0,222343,0,226765,0,228480,0,232947,0,332091,0,279288,0,225869,0
